"","Network","PolOrder","int_tot","Reference","Latitude","Longitude","clim","Estimate","Est.Error","Q2.5","Q97.5"
"51","benadi_14_6","Lepidoptera",239,"Benadi_etal_2014",47.69694,12.94778,"D",0.73375,1.32657487075624,0,4
"52","benadi_14_6","Syrphidae",239,"Benadi_etal_2014",47.69694,12.94778,"D",1.5475,2.51720635466344,0,9
"53","Caradonna14","Bee",547,"Caradonna_etal_2017",38.95139,-106.9842,"D",8.27525,12.17173057514,0,43
"54","Caradonna14","Diptera",547,"Caradonna_etal_2017",38.95139,-106.9842,"D",3.717,5.80364812707453,0,20
"55","Caradonna14","Hymenoptera",547,"Caradonna_etal_2017",38.95139,-106.9842,"D",2.20025,3.67219569097266,0,12
"56","Caradonna14","Lepidoptera",547,"Caradonna_etal_2017",38.95139,-106.9842,"D",2.44525,3.90080844365992,0,13
"57","Caradonna14","Syrphidae",547,"Caradonna_etal_2017",38.95139,-106.9842,"D",5.44325,8.49189657935014,0,30
"58","carvalheiro","Bee",506,"Carvalheiro_2008",51.457104,-2.627856,"C",2.6805,4.13372612456585,0,14
"59","carvalheiro","Coleoptera",506,"Carvalheiro_2008",51.457104,-2.627856,"C",1.56875,2.56172091395809,0,9
"60","carvalheiro","Diptera",506,"Carvalheiro_2008",51.457104,-2.627856,"C",1.493,2.45997233032538,0,9
"61","carvalheiro","Hymenoptera",506,"Carvalheiro_2008",51.457104,-2.627856,"C",1.2475,2.12611708131534,0,7
"62","carvalheiro","Lepidoptera",506,"Carvalheiro_2008",51.457104,-2.627856,"C",1.2125,2.07711876299573,0,7
"63","carvalheiro","Syrphidae",506,"Carvalheiro_2008",51.457104,-2.627856,"C",2.60375,3.99852885393477,0,14
"64","Chacoff_011","Bee",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",6.6445,10.0224114829208,0,35
"65","Chacoff_011","Coleoptera",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",2.3735,3.71657785977193,0,13
"66","Chacoff_011","Diptera",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",2.784,4.34851369928257,0,15
"67","Chacoff_011","Hymenoptera",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",5.73575,8.53725032421298,0,29
"68","Chacoff_011","Lepidoptera",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",4.562,7.12796310066846,0,26
"69","Chacoff_011","Syrphidae",1050,"Chacoff_etal_2011",-32.008985,-68.015892,"B",5.4595,8.47527682906773,0,30
"70","Fang_Huan08","Bee",790,"Fang_Huang_2016",27.90139,99.63806,"C",6.826,10.0449962412821,0,35
"71","Fang_Huan08","Coleoptera",790,"Fang_Huang_2016",27.90139,99.63806,"C",3.709,5.6214961802732,0,20
"72","Fang_Huan08","Diptera",790,"Fang_Huang_2016",27.90139,99.63806,"C",3.4495,5.49840957704764,0,19
"73","Fang_Huan08","Hymenoptera",790,"Fang_Huang_2016",27.90139,99.63806,"C",3.2305,4.84450586327076,0,17
"74","Fang_Huan08","Lepidoptera",790,"Fang_Huang_2016",27.90139,99.63806,"C",2.9685,4.64089347249598,0,17
"75","Fang_Huan08","Syrphidae",790,"Fang_Huang_2016",27.90139,99.63806,"C",6.1635,9.2166970562212,0,33
"76","Fang_Huan09","Bee",991,"Fang_Huang_2016",27.90139,99.63806,"C",6.9795,10.073700889564,0,36
"77","Fang_Huan09","Coleoptera",991,"Fang_Huang_2016",27.90139,99.63806,"C",4.05825,6.23727366989844,0,21.0250000000001
"78","Fang_Huan09","Diptera",991,"Fang_Huang_2016",27.90139,99.63806,"C",3.5905,5.38735237769077,0,19
"79","Fang_Huan09","Hymenoptera",991,"Fang_Huang_2016",27.90139,99.63806,"C",3.35675,5.04428792275599,0,18.0250000000001
"80","Fang_Huan09","Lepidoptera",991,"Fang_Huang_2016",27.90139,99.63806,"C",3.1235,4.82400927822274,0,17
"81","Fang_Huan09","Syrphidae",991,"Fang_Huang_2016",27.90139,99.63806,"C",6.49775,9.69958841608036,0,33
"82","Fang_Huan10","Bee",910,"Fang_Huang_2016",27.90139,99.63806,"C",6.1085,8.91670368752729,0,31
"83","Fang_Huan10","Coleoptera",910,"Fang_Huang_2016",27.90139,99.63806,"C",3.39275,5.15869658684428,0,18
"84","Fang_Huan10","Diptera",910,"Fang_Huang_2016",27.90139,99.63806,"C",3.09625,4.63981334802124,0,16
"85","Fang_Huan10","Hymenoptera",910,"Fang_Huang_2016",27.90139,99.63806,"C",2.833,4.34543803406826,0,16
"86","Fang_Huan10","Lepidoptera",910,"Fang_Huang_2016",27.90139,99.63806,"C",2.68625,4.16198768293086,0,15
"87","Fang_Huan10","Syrphidae",910,"Fang_Huang_2016",27.90139,99.63806,"C",5.54525,8.00671463880953,0,29
"88","ilha_das_vl","Bee",30,"Valeria_Trivellone",39.450242,-31.134698,"C",1.62525,3.0557563465061,0,10
"89","ilha_das_vl","Diptera",30,"Valeria_Trivellone",39.450242,-31.134698,"C",0.7845,1.54293710621283,0,5
"90","ilha_das_vl","Hymenoptera",30,"Valeria_Trivellone",39.450242,-31.134698,"C",0.70325,1.32726404492898,0,4.02500000000009
"91","ilha_das_vl","Lepidoptera",30,"Valeria_Trivellone",39.450242,-31.134698,"C",0.70525,1.36118905608721,0,4
"92","ilha_das_vl","Syrphidae",30,"Valeria_Trivellone",39.450242,-31.134698,"C",1.4555,2.53290814202055,0,9
"93","lararomer16","Bee",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",3.43225,5.22630256463633,0,18
"94","lararomer16","Coleoptera",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",1.827,2.89778713720886,0,10
"95","lararomer16","Diptera",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",1.7025,2.67259788312069,0,9
"96","lararomer16","Hymenoptera",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",1.58925,2.64344120094352,0,10
"97","lararomer16","Lepidoptera",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",1.51425,2.48200262323702,0,8
"98","lararomer16","Syrphidae",377,"LaraRomero_etal_2016",40.8333,-3.95,"C",3.252,4.95001228841039,0,18
"99","M_PL_001_00","Bee",361,"Arroyo_etal_1982",-33.283334,-70.266668,"E",3.22,5.0619666016746,0,18
"100","M_PL_001_00","Diptera",361,"Arroyo_etal_1982",-33.283334,-70.266668,"E",2.31875,3.79166752539774,0,13
"101","M_PL_001_00","Hymenoptera",361,"Arroyo_etal_1982",-33.283334,-70.266668,"E",1.35825,2.38910734291576,0,8
"102","M_PL_001_00","Lepidoptera",361,"Arroyo_etal_1982",-33.283334,-70.266668,"E",2.19175,3.47483820668541,0,12
"103","M_PL_001_00","Syrphidae",361,"Arroyo_etal_1982",-33.283334,-70.266668,"E",5.59875,8.4097520427094,0,28
"104","M_PL_002_00","Bee",196,"Arroyo_etal_1982",-33.283334,-70.266668,"E",2.3055,3.66865568139437,0,13
"105","M_PL_002_00","Diptera",196,"Arroyo_etal_1982",-33.283334,-70.266668,"E",1.55625,2.52674336756058,0,9
"106","M_PL_002_00","Hymenoptera",196,"Arroyo_etal_1982",-33.283334,-70.266668,"E",0.86075,1.61074767251613,0,5
"107","M_PL_002_00","Lepidoptera",196,"Arroyo_etal_1982",-33.283334,-70.266668,"E",1.43,2.51320095590488,0,8
"108","M_PL_002_00","Syrphidae",196,"Arroyo_etal_1982",-33.283334,-70.266668,"E",3.599,5.90710779321151,0,20
"109","M_PL_003_00","Bee",81,"Arroyo_etal_1982",-33.283334,-70.266668,"E",1.075,1.90427980359836,0,6
"110","M_PL_003_00","Diptera",81,"Arroyo_etal_1982",-33.283334,-70.266668,"E",0.74525,1.43679105287874,0,5
"111","M_PL_003_00","Lepidoptera",81,"Arroyo_etal_1982",-33.283334,-70.266668,"E",0.722,1.32179907255114,0,5
"112","M_PL_003_00","Syrphidae",81,"Arroyo_etal_1982",-33.283334,-70.266668,"E",1.86675,3.23080546667404,0,11
"113","M_PL_004_00","Bee",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",1.13225,1.95069506594703,0,7
"114","M_PL_004_00","Coleoptera",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",0.44625,0.921858662349244,0,3
"115","M_PL_004_00","Diptera",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",0.4745,0.973183703948236,0,3
"116","M_PL_004_00","Hymenoptera",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",0.2745,0.67879668622888,0,2
"117","M_PL_004_00","Lepidoptera",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",0.307,0.722759707924321,0,2
"118","M_PL_004_00","Syrphidae",167,"Barrett_Helenurm_1987",46.553731,-66.071245,"D",0.66,1.27605136133668,0,4
"119","M_PL_005_00","Bee",923,"Clements_Long_1923",38.841784,-105.043821,"D",3.392,5.13643180943087,0,18
"120","M_PL_005_00","Coleoptera",923,"Clements_Long_1923",38.841784,-105.043821,"D",1.4215,2.40879395592079,0,8.02500000000009
"121","M_PL_005_00","Diptera",923,"Clements_Long_1923",38.841784,-105.043821,"D",1.54675,2.50686767378804,0,9
"122","M_PL_005_00","Hymenoptera",923,"Clements_Long_1923",38.841784,-105.043821,"D",0.8865,1.62520093204421,0,5
"123","M_PL_005_00","Lepidoptera",923,"Clements_Long_1923",38.841784,-105.043821,"D",0.99725,1.73262602304535,0,6
"124","M_PL_005_00","Syrphidae",923,"Clements_Long_1923",38.841784,-105.043821,"D",2.0785,3.50526881670569,0,11
"125","M_PL_006_00","Bee",146,"Dicks_etal_2002",52.762395,1.575532,"C",2.22175,3.53733022402185,0,12
"126","M_PL_006_00","Coleoptera",146,"Dicks_etal_2002",52.762395,1.575532,"C",1.2425,2.18823921172068,0,8
"127","M_PL_006_00","Diptera",146,"Dicks_etal_2002",52.762395,1.575532,"C",1.1465,2.04489196433123,0,7
"128","M_PL_006_00","Lepidoptera",146,"Dicks_etal_2002",52.762395,1.575532,"C",0.976,1.68066360629942,0,6
"129","M_PL_006_00","Syrphidae",146,"Dicks_etal_2002",52.762395,1.575532,"C",2.064,3.30494094632032,0,12
"130","M_PL_007_00","Bee",85,"Dicks_etal_2002",52.413173,1.097873,"C",1.41075,2.47175278455532,0,8
"131","M_PL_007_00","Diptera",85,"Dicks_etal_2002",52.413173,1.097873,"C",0.755,1.41614842763471,0,5
"132","M_PL_007_00","Hymenoptera",85,"Dicks_etal_2002",52.413173,1.097873,"C",0.66575,1.27551310103728,0,4
"133","M_PL_007_00","Lepidoptera",85,"Dicks_etal_2002",52.413173,1.097873,"C",0.63025,1.24977014640882,0,4
"134","M_PL_007_00","Syrphidae",85,"Dicks_etal_2002",52.413173,1.097873,"C",1.35425,2.26628351000861,0,8
"135","M_PL_008_00","Bee",106,"Dupont_etal_2003",28.216667,-16.633333,"C",2.96125,4.77204794065263,0,17
"136","M_PL_008_00","Diptera",106,"Dupont_etal_2003",28.216667,-16.633333,"C",1.479,2.48638382518298,0,9
"137","M_PL_008_00","Hymenoptera",106,"Dupont_etal_2003",28.216667,-16.633333,"C",1.29975,2.29460590114302,0,8
"138","M_PL_008_00","Lepidoptera",106,"Dupont_etal_2003",28.216667,-16.633333,"C",1.181,2.07998090860109,0,7
"139","M_PL_008_00","Syrphidae",106,"Dupont_etal_2003",28.216667,-16.633333,"C",2.55875,4.16291735538035,0,14
"140","M_PL_009_00","Bee",242,"Elberling_Olesen_1999",68.35,18.5,"E",1.80175,3.02245442400482,0,11
"141","M_PL_009_00","Coleoptera",242,"Elberling_Olesen_1999",68.35,18.5,"E",1.67,3.79232058558555,0,10
"142","M_PL_009_00","Diptera",242,"Elberling_Olesen_1999",68.35,18.5,"E",1.17,2.11026379946343,0,7
"143","M_PL_009_00","Hymenoptera",242,"Elberling_Olesen_1999",68.35,18.5,"E",0.7275,1.36847065294876,0,5
"144","M_PL_009_00","Lepidoptera",242,"Elberling_Olesen_1999",68.35,18.5,"E",1.15575,1.9632767383606,0,7
"145","M_PL_010_00","Bee",456,"Elberling_Olesen_unpubl",74.5,-20.5,"E",7.803,11.255614741799,0,40.0250000000001
"146","M_PL_010_00","Diptera",456,"Elberling_Olesen_unpubl",74.5,-20.5,"E",5.158,7.6283080542767,0,27
"147","M_PL_010_00","Hymenoptera",456,"Elberling_Olesen_unpubl",74.5,-20.5,"E",3.13475,5.0842457480148,0,18
"148","M_PL_010_00","Lepidoptera",456,"Elberling_Olesen_unpubl",74.5,-20.5,"E",4.889,7.81219793714626,0,27
"149","M_PL_010_00","Syrphidae",456,"Elberling_Olesen_unpubl",74.5,-20.5,"E",13.8015,21.7630881483175,0,77
"150","M_PL_011_00","Bee",52,"Olesen_etal_2002",-20.348404,57.552152,"A",5.388,8.89529300019903,0,31
"151","M_PL_011_00","Coleoptera",52,"Olesen_etal_2002",-20.348404,57.552152,"A",1.27025,2.35491004877776,0,8
"152","M_PL_011_00","Diptera",52,"Olesen_etal_2002",-20.348404,57.552152,"A",1.446,2.7860410094122,0,9
"153","M_PL_011_00","Lepidoptera",52,"Olesen_etal_2002",-20.348404,57.552152,"A",1.0235,2.00148675671595,0,7
"154","M_PL_011_00","Syrphidae",52,"Olesen_etal_2002",-20.348404,57.552152,"A",1.3685,2.66101070920405,0,9
"155","M_PL_012_00","Bee",145,"Olesen_unpubl",28.127842,-17.248908,"C",2.3745,3.79728252684037,0,12
"156","M_PL_012_00","Coleoptera",145,"Olesen_unpubl",28.127842,-17.248908,"C",1.321,2.2219795899883,0,7
"157","M_PL_012_00","Diptera",145,"Olesen_unpubl",28.127842,-17.248908,"C",1.17025,2.04066313094629,0,7
"158","M_PL_012_00","Hymenoptera",145,"Olesen_unpubl",28.127842,-17.248908,"C",1.14975,2.01055602294001,0,7
"159","M_PL_012_00","Lepidoptera",145,"Olesen_unpubl",28.127842,-17.248908,"C",1.077,1.88492950526272,0,6
"160","M_PL_012_00","Syrphidae",145,"Olesen_unpubl",28.127842,-17.248908,"C",2.31025,3.81904978009003,0,13
"161","M_PL_013_00","Bee",103,"Ollerton_etal_2003",-29.616667,30.133333,"C",2.647,4.3414978003896,0,14
"162","M_PL_013_00","Coleoptera",103,"Ollerton_etal_2003",-29.616667,30.133333,"C",1.49775,2.8682837552141,0,9
"163","M_PL_013_00","Diptera",103,"Ollerton_etal_2003",-29.616667,30.133333,"C",1.38075,2.44372101120303,0,8
"164","M_PL_013_00","Hymenoptera",103,"Ollerton_etal_2003",-29.616667,30.133333,"C",1.2535,2.33154386066262,0,7.02500000000009
"165","M_PL_013_00","Lepidoptera",103,"Ollerton_etal_2003",-29.616667,30.133333,"C",1.138,2.14932801189713,0,7
"166","M_PL_014_00","Bee",179,"Hocking_1968",81.816667,-71.3,"E",1.986,3.20801758788992,0,11
"167","M_PL_014_00","Coleoptera",179,"Hocking_1968",81.816667,-71.3,"E",1.952,4.7197208541645,0,13
"168","M_PL_014_00","Diptera",179,"Hocking_1968",81.816667,-71.3,"E",1.2915,2.19288165035944,0,7.02500000000009
"169","M_PL_014_00","Hymenoptera",179,"Hocking_1968",81.816667,-71.3,"E",0.7955,1.52438862832696,0,5
"170","M_PL_014_00","Lepidoptera",179,"Hocking_1968",81.816667,-71.3,"E",1.28725,2.17046427436426,0,7
"171","M_PL_014_00","Syrphidae",179,"Hocking_1968",81.816667,-71.3,"E",3.27275,5.20054024522554,0,18
"172","M_PL_015_00","Bee",2933,"Petanidou_1991",38.014466,23.635043,"C",5.00325,7.29356143781019,0,25
"173","M_PL_015_00","Coleoptera",2933,"Petanidou_1991",38.014466,23.635043,"C",2.848,4.16434045592555,0,15
"174","M_PL_015_00","Diptera",2933,"Petanidou_1991",38.014466,23.635043,"C",2.53425,3.891479518218,0,14
"175","M_PL_015_00","Hymenoptera",2933,"Petanidou_1991",38.014466,23.635043,"C",2.291,3.60701700064066,0,12
"176","M_PL_015_00","Lepidoptera",2933,"Petanidou_1991",38.014466,23.635043,"C",2.21275,3.56176346452769,0,12.0250000000001
"177","M_PL_015_00","Syrphidae",2933,"Petanidou_1991",38.014466,23.635043,"C",4.83275,7.00660763673433,0,25
"178","M_PL_016_00","Bee",412,"Herrera_1988",37.016667,-6.55,"C",1.7325,2.80373125981152,0,10
"179","M_PL_016_00","Coleoptera",412,"Herrera_1988",37.016667,-6.55,"C",0.91125,1.58256107698584,0,6
"180","M_PL_016_00","Diptera",412,"Herrera_1988",37.016667,-6.55,"C",0.881,1.56826460250363,0,5
"181","M_PL_016_00","Hymenoptera",412,"Herrera_1988",37.016667,-6.55,"C",0.72125,1.33865471149552,0,4
"182","M_PL_016_00","Lepidoptera",412,"Herrera_1988",37.016667,-6.55,"C",0.74525,1.35823916925931,0,5
"183","M_PL_016_00","Syrphidae",412,"Herrera_1988",37.016667,-6.55,"C",1.61275,2.68096705193917,0,9
"184","M_PL_017_00","Bee",299,"Memmott_1999",51.574994,-2.589902,"C",4.5835,7.18832009140064,0,24
"185","M_PL_017_00","Diptera",299,"Memmott_1999",51.574994,-2.589902,"C",2.343,3.77570059442545,0,13
"186","M_PL_017_00","Lepidoptera",299,"Memmott_1999",51.574994,-2.589902,"C",1.9835,3.26533204258573,0,11
"187","M_PL_017_00","Syrphidae",299,"Memmott_1999",51.574994,-2.589902,"C",4.15975,6.51788697740016,0,22
"188","M_PL_018_00","Bee",383,"Olesen_unpubl2",56.238737,9.973652,"C",3.55475,5.27991210205732,0,20
"189","M_PL_018_00","Coleoptera",383,"Olesen_unpubl2",56.238737,9.973652,"C",1.959,3.24945514504892,0,11
"190","M_PL_018_00","Lepidoptera",383,"Olesen_unpubl2",56.238737,9.973652,"C",1.54225,2.49143869163753,0,9
"191","M_PL_018_00","Syrphidae",383,"Olesen_unpubl2",56.238737,9.973652,"C",3.174,5.0616824433472,0,18
"192","M_PL_019_00","Bee",264,"Inouye_Pyke_1988",-36.45,148.266667,"C",3.415,5.06963512494489,0,18
"193","M_PL_019_00","Diptera",264,"Inouye_Pyke_1988",-36.45,148.266667,"C",1.82275,2.97263209511255,0,10
"194","M_PL_019_00","Syrphidae",264,"Inouye_Pyke_1988",-36.45,148.266667,"C",3.26125,5.02138447173718,0,17
"195","M_PL_020_00","Bee",190,"Kevan_1970",81.816667,-71.3,"E",1.851,3.07850098133378,0,11
"196","M_PL_020_00","Diptera",190,"Kevan_1970",81.816667,-71.3,"E",1.121,1.93850417838405,0,7
"197","M_PL_020_00","Hymenoptera",190,"Kevan_1970",81.816667,-71.3,"E",0.69975,1.33605621103671,0,5
"198","M_PL_020_00","Lepidoptera",190,"Kevan_1970",81.816667,-71.3,"E",1.13225,2.03870032428826,0,7
"199","M_PL_020_00","Syrphidae",190,"Kevan_1970",81.816667,-71.3,"E",3.031,4.6888735730286,0,16
"200","M_PL_021_00","Bee",1193,"Kato_etal_1990",35.333333,135.75,"C",2.10225,3.37440981475272,0,12
"201","M_PL_021_00","Coleoptera",1193,"Kato_etal_1990",35.333333,135.75,"C",1.17325,2.00330670316273,0,7
"202","M_PL_021_00","Diptera",1193,"Kato_etal_1990",35.333333,135.75,"C",1.03625,1.78542232279024,0,6
"203","M_PL_021_00","Hymenoptera",1193,"Kato_etal_1990",35.333333,135.75,"C",0.9285,1.66270228685826,0,5
"204","M_PL_021_00","Lepidoptera",1193,"Kato_etal_1990",35.333333,135.75,"C",0.8995,1.56413278779152,0,5
"205","M_PL_021_00","Syrphidae",1193,"Kato_etal_1990",35.333333,135.75,"C",1.8955,2.97267370345903,0,10
"206","M_PL_022_00","Bee",83,"Medan_etal_2002",-34.166667,-69.7,"E",0.9485,1.70134399603614,0,6
"207","M_PL_022_00","Coleoptera",83,"Medan_etal_2002",-34.166667,-69.7,"E",0.892,1.95979493801004,0,6
"208","M_PL_022_00","Diptera",83,"Medan_etal_2002",-34.166667,-69.7,"E",0.63725,1.25361689775289,0,4
"209","M_PL_022_00","Hymenoptera",83,"Medan_etal_2002",-34.166667,-69.7,"E",0.35575,0.808613258208359,0,3
"210","M_PL_022_00","Lepidoptera",83,"Medan_etal_2002",-34.166667,-69.7,"E",0.61375,1.21898827746831,0,4
"211","M_PL_022_00","Syrphidae",83,"Medan_etal_2002",-34.166667,-69.7,"E",1.535,2.71516445717518,0,9
"212","M_PL_023_00","Bee",125,"Medan_etal_2002",-33,-69.283333,"B",1.16375,2.11873976742084,0,7
"213","M_PL_023_00","Coleoptera",125,"Medan_etal_2002",-33,-69.283333,"B",0.50625,1.0073304403988,0,3
"214","M_PL_023_00","Diptera",125,"Medan_etal_2002",-33,-69.283333,"B",0.52825,1.05545271452972,0,4
"215","M_PL_023_00","Hymenoptera",125,"Medan_etal_2002",-33,-69.283333,"B",1.1575,2.0781658844666,0,7
"216","M_PL_023_00","Lepidoptera",125,"Medan_etal_2002",-33,-69.283333,"B",0.93275,1.77130229363987,0,6
"217","M_PL_023_00","Syrphidae",125,"Medan_etal_2002",-33,-69.283333,"B",1.0935,2.03071137712239,0,6.02500000000009
"218","M_PL_024_00","Bee",38,"Mosquin_Martin_1967",75,-114.966667,"E",1.52475,2.68285051003868,0,9
"219","M_PL_024_00","Diptera",38,"Mosquin_Martin_1967",75,-114.966667,"E",0.93975,1.80705182454022,0,6
"220","M_PL_024_00","Lepidoptera",38,"Mosquin_Martin_1967",75,-114.966667,"E",0.948,1.81676117178038,0,6
"221","M_PL_025_00","Bee",143,"Motten_1982",36.075391,-79.001843,"C",2.646,4.13266908165106,0,15
