intera,.value,.lower,.upper,.width,.point,.interval,group1,group2,Clim_1,Clim_2,
Halictidae.E - Anthomyiidae.B,-0.163050074,-1.165808983,1.036054454,0.95,mode,hdi,Halictidae.E,Anthomyiidae.B,E,B,
Halictidae.E - Anthomyiidae.C,0.056168627,-0.638036959,0.727925422,0.95,mode,hdi,Halictidae.E,Anthomyiidae.C,E,C,
Halictidae.E - Anthomyiidae.D,0.426218001,-0.318772346,1.311793117,0.95,mode,hdi,Halictidae.E,Anthomyiidae.D,E,D,
Halictidae.E - Anthomyiidae.E,0.489091423,-0.28161322,1.184337182,0.95,mode,hdi,Halictidae.E,Anthomyiidae.E,E,E,
Halictidae.E - Apidae.A,-0.64425049,-1.355177915,0.051213205,0.95,mode,hdi,Halictidae.E,Apidae.A,E,A,
Halictidae.E - Apidae.B,-0.669271798,-1.497400848,-0.046233872,0.95,mode,hdi,Halictidae.E,Apidae.B,E,B,
Halictidae.E - Apidae.C,-0.39109878,-1.127849121,0.21367974,0.95,mode,hdi,Halictidae.E,Apidae.C,E,C,
Halictidae.E - Apidae.D,-0.499552532,-1.198671426,0.252513687,0.95,mode,hdi,Halictidae.E,Apidae.D,E,D,
Halictidae.E - Apidae.E,-0.19730652,-0.790577301,0.51117781,0.95,mode,hdi,Halictidae.E,Apidae.E,E,E,
Halictidae.E - Bombyliidae.A,-0.075462014,-0.831335042,0.636678112,0.95,mode,hdi,Halictidae.E,Bombyliidae.A,E,A,
Halictidae.E - Bombyliidae.B,-0.193120186,-1.024402048,0.481268872,0.95,mode,hdi,Halictidae.E,Bombyliidae.B,E,B,
Halictidae.E - Bombyliidae.C,0.161327451,-0.534735768,0.852367447,0.95,mode,hdi,Halictidae.E,Bombyliidae.C,E,C,
Halictidae.E - Bombyliidae.D,0.320236007,-0.451745661,1.185021279,0.95,mode,hdi,Halictidae.E,Bombyliidae.D,E,D,
Halictidae.E - Bombyliidae.E,0.203514846,-0.428598099,0.951015296,0.95,mode,hdi,Halictidae.E,Bombyliidae.E,E,E,
Halictidae.E - Calliphoridae.A,0.156538494,-0.604139668,0.838249241,0.95,mode,hdi,Halictidae.E,Calliphoridae.A,E,A,
Halictidae.E - Calliphoridae.B,-0.135839618,-0.979005393,0.586327708,0.95,mode,hdi,Halictidae.E,Calliphoridae.B,E,B,
Halictidae.E - Calliphoridae.C,0.129130394,-0.508650855,0.854113369,0.95,mode,hdi,Halictidae.E,Calliphoridae.C,E,C,
Halictidae.E - Calliphoridae.D,0.381296275,-0.427552126,1.138298604,0.95,mode,hdi,Halictidae.E,Calliphoridae.D,E,D,
Halictidae.E - Calliphoridae.E,0.492354797,-0.33562893,1.198858415,0.95,mode,hdi,Halictidae.E,Calliphoridae.E,E,E,
Halictidae.E - Colletidae.A,0.314771156,-0.597734103,1.122690911,0.95,mode,hdi,Halictidae.E,Colletidae.A,E,A,
Halictidae.E - Colletidae.B,0.060125383,-0.791824255,0.848310921,0.95,mode,hdi,Halictidae.E,Colletidae.B,E,B,
Halictidae.E - Colletidae.C,0.196787132,-0.534368986,0.837959435,0.95,mode,hdi,Halictidae.E,Colletidae.C,E,C,
Halictidae.E - Colletidae.D,0.183077492,-0.645538407,0.914924407,0.95,mode,hdi,Halictidae.E,Colletidae.D,E,D,
Halictidae.E - Colletidae.E,0.684639888,-0.191471251,1.38099011,0.95,mode,hdi,Halictidae.E,Colletidae.E,E,E,
Halictidae.E - Crabronidae.A,0.520893329,-0.207340264,1.427989467,0.95,mode,hdi,Halictidae.E,Crabronidae.A,E,A,
Halictidae.E - Crabronidae.B,0.268248947,-0.637288465,1.304946174,0.95,mode,hdi,Halictidae.E,Crabronidae.B,E,B,
Halictidae.E - Crabronidae.C,0.533959417,-0.16174273,1.254744609,0.95,mode,hdi,Halictidae.E,Crabronidae.C,E,C,
Halictidae.E - Crabronidae.D,0.835340534,-0.133173716,1.80224784,0.95,mode,hdi,Halictidae.E,Crabronidae.D,E,D,
Halictidae.E - Crabronidae.E,0.366613498,-0.520278429,1.356958048,0.95,mode,hdi,Halictidae.E,Crabronidae.E,E,E,
Halictidae.E - Halictidae.A,-0.685565685,-1.403309525,0.025737808,0.95,mode,hdi,Halictidae.E,Halictidae.A,E,A,
Halictidae.E - Halictidae.B,-0.795167246,-1.555797537,-0.082216063,0.95,mode,hdi,Halictidae.E,Halictidae.B,E,B,
Halictidae.E - Halictidae.C,-0.196167725,-0.88016147,0.462591161,0.95,mode,hdi,Halictidae.E,Halictidae.C,E,C,
Halictidae.E - Halictidae.D,-0.236218649,-0.900988832,0.545038627,0.95,mode,hdi,Halictidae.E,Halictidae.D,E,D,
Megachilidae.A - Andrenidae.A,-0.014001984,-0.422499528,0.305374757,0.95,mode,hdi,Megachilidae.A,Andrenidae.A,A,A,
Megachilidae.A - Andrenidae.B,-0.506904175,-1.014412119,0.229215425,0.95,mode,hdi,Megachilidae.A,Andrenidae.B,A,B,
Megachilidae.A - Andrenidae.C,-0.033975218,-0.483578801,0.346847378,0.95,mode,hdi,Megachilidae.A,Andrenidae.C,A,C,
Megachilidae.A - Andrenidae.D,-0.137643951,-0.654562532,0.32514999,0.95,mode,hdi,Megachilidae.A,Andrenidae.D,A,D,
Megachilidae.A - Andrenidae.E,-0.103138517,-0.667086519,0.545804583,0.95,mode,hdi,Megachilidae.A,Andrenidae.E,A,E,
Megachilidae.A - Anthomyiidae.A,0.204886406,-0.555302788,1.096309644,0.95,mode,hdi,Megachilidae.A,Anthomyiidae.A,A,A,
Megachilidae.A - Anthomyiidae.B,-0.374237448,-1.250843838,0.725553719,0.95,mode,hdi,Megachilidae.A,Anthomyiidae.B,A,B,
Megachilidae.A - Anthomyiidae.C,-0.248581839,-0.648875871,0.209818184,0.95,mode,hdi,Megachilidae.A,Anthomyiidae.C,A,C,
Megachilidae.A - Anthomyiidae.D,0.220395665,-0.357578117,0.789635898,0.95,mode,hdi,Megachilidae.A,Anthomyiidae.D,A,D,
Megachilidae.A - Anthomyiidae.E,0.167301275,-0.413441239,0.827750824,0.95,mode,hdi,Megachilidae.A,Anthomyiidae.E,A,E,
Megachilidae.A - Apidae.A,-0.938284397,-1.187032687,-0.650634927,0.95,mode,hdi,Megachilidae.A,Apidae.A,A,A,
Megachilidae.A - Apidae.B,-1.031082346,-1.63274146,-0.52502514,0.95,mode,hdi,Megachilidae.A,Apidae.B,A,B,
Megachilidae.A - Apidae.C,-0.673476287,-1.076230179,-0.29020006,0.95,mode,hdi,Megachilidae.A,Apidae.C,A,C,
Megachilidae.A - Apidae.D,-0.716862892,-1.211083826,-0.275403773,0.95,mode,hdi,Megachilidae.A,Apidae.D,A,D,
Megachilidae.A - Apidae.E,-0.437543105,-0.987912301,0.078060451,0.95,mode,hdi,Megachilidae.A,Apidae.E,A,E,
Megachilidae.A - Bombyliidae.A,-0.393245758,-0.762359512,-0.033407185,0.95,mode,hdi,Megachilidae.A,Bombyliidae.A,A,A,
Megachilidae.A - Bombyliidae.B,-0.486424493,-1.114525747,0.030877696,0.95,mode,hdi,Megachilidae.A,Bombyliidae.B,A,B,
Megachilidae.A - Bombyliidae.C,-0.082663752,-0.545292954,0.336362054,0.95,mode,hdi,Megachilidae.A,Bombyliidae.C,A,C,
Megachilidae.A - Bombyliidae.D,0.053187629,-0.563300256,0.666637096,0.95,mode,hdi,Megachilidae.A,Bombyliidae.D,A,D,
Megachilidae.A - Bombyliidae.E,-0.039340896,-0.621413865,0.597502331,0.95,mode,hdi,Megachilidae.A,Bombyliidae.E,A,E,
Megachilidae.A - Calliphoridae.A,-0.153894671,-0.439580235,0.146246433,0.95,mode,hdi,Megachilidae.A,Calliphoridae.A,A,A,
Megachilidae.A - Calliphoridae.B,-0.519230596,-1.01257164,0.208812566,0.95,mode,hdi,Megachilidae.A,Calliphoridae.B,A,B,
Megachilidae.A - Calliphoridae.C,-0.124764945,-0.529219538,0.304505254,0.95,mode,hdi,Megachilidae.A,Calliphoridae.C,A,C,
Megachilidae.A - Calliphoridae.D,0.073870505,-0.494845327,0.589151156,0.95,mode,hdi,Megachilidae.A,Calliphoridae.D,A,D,
Megachilidae.A - Calliphoridae.E,0.117156119,-0.457484861,0.847195654,0.95,mode,hdi,Megachilidae.A,Calliphoridae.E,A,E,
Megachilidae.A - Colletidae.A,0.037225314,-0.477907922,0.600715316,0.95,mode,hdi,Megachilidae.A,Colletidae.A,A,A,
Megachilidae.A - Colletidae.B,-0.222172023,-0.929918332,0.443847366,0.95,mode,hdi,Megachilidae.A,Colletidae.B,A,B,
Megachilidae.A - Colletidae.C,-0.134277291,-0.56329626,0.274367759,0.95,mode,hdi,Megachilidae.A,Colletidae.C,A,C,
Megachilidae.A - Colletidae.D,-0.115012429,-0.680229935,0.431650384,0.95,mode,hdi,Megachilidae.A,Colletidae.D,A,D,
Megachilidae.A - Colletidae.E,0.352959007,-0.313598253,1.121661417,0.95,mode,hdi,Megachilidae.A,Colletidae.E,A,E,
Megachilidae.A - Crabronidae.A,0.337568341,-0.156004958,0.859356291,0.95,mode,hdi,Megachilidae.A,Crabronidae.A,A,A,
Megachilidae.A - Crabronidae.B,0.035990614,-0.771192999,0.894419414,0.95,mode,hdi,Megachilidae.A,Crabronidae.B,A,B,
Megachilidae.A - Crabronidae.C,0.235841463,-0.147398541,0.740515484,0.95,mode,hdi,Megachilidae.A,Crabronidae.C,A,C,
Megachilidae.A - Crabronidae.D,0.535622283,-0.257859712,1.36730133,0.95,mode,hdi,Megachilidae.A,Crabronidae.D,A,D,
Megachilidae.A - Crabronidae.E,0.128823347,-0.743727366,1.046292432,0.95,mode,hdi,Megachilidae.A,Crabronidae.E,A,E,
Megachilidae.A - Halictidae.A,-0.955567888,-1.228961705,-0.670863947,0.95,mode,hdi,Megachilidae.A,Halictidae.A,A,A,
Megachilidae.A - Halictidae.B,-1.11866353,-1.704779689,-0.567782862,0.95,mode,hdi,Megachilidae.A,Halictidae.B,A,B,
Megachilidae.A - Halictidae.C,-0.446061964,-0.871028076,-0.066003718,0.95,mode,hdi,Megachilidae.A,Halictidae.C,A,C,
Megachilidae.A - Halictidae.D,-0.405542273,-0.898429264,0.094803573,0.95,mode,hdi,Megachilidae.A,Halictidae.D,A,D,
Megachilidae.A - Halictidae.E,-0.275423571,-0.958517879,0.488956204,0.95,mode,hdi,Megachilidae.A,Halictidae.E,A,E,
Megachilidae.B - Andrenidae.A,0.203361139,-0.393453596,0.881464099,0.95,mode,hdi,Megachilidae.B,Andrenidae.A,B,A,
Megachilidae.B - Andrenidae.B,-0.098369514,-0.675833105,0.366204774,0.95,mode,hdi,Megachilidae.B,Andrenidae.B,B,B,
Megachilidae.B - Andrenidae.C,0.221694281,-0.392402483,0.707071094,0.95,mode,hdi,Megachilidae.B,Andrenidae.C,B,C,
Megachilidae.B - Andrenidae.D,0.074145108,-0.531783599,0.685811345,0.95,mode,hdi,Megachilidae.B,Andrenidae.D,B,D,
Megachilidae.B - Andrenidae.E,0.248103827,-0.480523271,0.864879366,0.95,mode,hdi,Megachilidae.B,Andrenidae.E,B,E,
Megachilidae.B - Anthomyiidae.A,0.463626717,-0.390714004,1.606800265,0.95,mode,hdi,Megachilidae.B,Anthomyiidae.A,B,A,
Megachilidae.B - Anthomyiidae.B,-0.066785899,-0.931314222,0.903218481,0.95,mode,hdi,Megachilidae.B,Anthomyiidae.B,B,B,
Megachilidae.B - Anthomyiidae.C,0.013424365,-0.494402668,0.624155454,0.95,mode,hdi,Megachilidae.B,Anthomyiidae.C,B,C,
Megachilidae.B - Anthomyiidae.D,0.389343905,-0.225842533,1.174294435,0.95,mode,hdi,Megachilidae.B,Anthomyiidae.D,B,D,
Megachilidae.B - Anthomyiidae.E,0.551197045,-0.171254871,1.207721037,0.95,mode,hdi,Megachilidae.B,Anthomyiidae.E,B,E,
Megachilidae.B - Apidae.A,-0.641553567,-1.275003405,-0.09080852,0.95,mode,hdi,Megachilidae.B,Apidae.A,B,A,
Megachilidae.B - Apidae.B,-0.746257457,-1.175142369,-0.316401356,0.95,mode,hdi,Megachilidae.B,Apidae.B,B,B,
Megachilidae.B - Apidae.C,-0.452897068,-0.95568326,0.121917193,0.95,mode,hdi,Megachilidae.B,Apidae.C,B,C,
Megachilidae.B - Apidae.D,-0.452427327,-1.050817597,0.133311687,0.95,mode,hdi,Megachilidae.B,Apidae.D,B,D,
Megachilidae.B - Apidae.E,-0.17514172,-0.812866962,0.415857692,0.95,mode,hdi,Megachilidae.B,Apidae.E,B,E,
Megachilidae.B - Bombyliidae.A,-0.064140731,-0.775046756,0.523682575,0.95,mode,hdi,Megachilidae.B,Bombyliidae.A,B,A,
Megachilidae.B - Bombyliidae.B,-0.238474569,-0.719941866,0.227536248,0.95,mode,hdi,Megachilidae.B,Bombyliidae.B,B,B,
Megachilidae.B - Bombyliidae.C,0.180536574,-0.399630676,0.737053713,0.95,mode,hdi,Megachilidae.B,Bombyliidae.C,B,C,
Megachilidae.B - Bombyliidae.D,0.357291066,-0.33593561,1.057770834,0.95,mode,hdi,Megachilidae.B,Bombyliidae.D,B,D,
Megachilidae.B - Bombyliidae.E,0.171694745,-0.395546702,0.947830135,0.95,mode,hdi,Megachilidae.B,Bombyliidae.E,B,E,
Megachilidae.B - Calliphoridae.A,0.090021113,-0.490507529,0.719074903,0.95,mode,hdi,Megachilidae.B,Calliphoridae.A,B,A,
Megachilidae.B - Calliphoridae.B,-0.160690712,-0.631648807,0.361851404,0.95,mode,hdi,Megachilidae.B,Calliphoridae.B,B,B,
Megachilidae.B - Calliphoridae.C,0.147316811,-0.386250996,0.759630316,0.95,mode,hdi,Megachilidae.B,Calliphoridae.C,B,C,
Megachilidae.B - Calliphoridae.D,0.427763884,-0.308418982,1.014695896,0.95,mode,hdi,Megachilidae.B,Calliphoridae.D,B,D,
Megachilidae.B - Calliphoridae.E,0.458856572,-0.323375979,1.104578176,0.95,mode,hdi,Megachilidae.B,Calliphoridae.E,B,E,
Megachilidae.B - Colletidae.A,0.291323062,-0.408788871,1.111755745,0.95,mode,hdi,Megachilidae.B,Colletidae.A,B,A,
Megachilidae.B - Colletidae.B,0.051041163,-0.510539187,0.634975337,0.95,mode,hdi,Megachilidae.B,Colletidae.B,B,B,
Megachilidae.B - Colletidae.C,0.161769137,-0.39941035,0.690777006,0.95,mode,hdi,Megachilidae.B,Colletidae.C,B,C,
Megachilidae.B - Colletidae.D,0.139605974,-0.523917495,0.803683197,0.95,mode,hdi,Megachilidae.B,Colletidae.D,B,D,
Megachilidae.B - Colletidae.E,0.65210246,-0.132948582,1.390286053,0.95,mode,hdi,Megachilidae.B,Colletidae.E,B,E,
Megachilidae.B - Crabronidae.A,0.466897353,-0.126763413,1.322426012,0.95,mode,hdi,Megachilidae.B,Crabronidae.A,B,A,
Megachilidae.B - Crabronidae.B,0.367833262,-0.430937078,1.081316121,0.95,mode,hdi,Megachilidae.B,Crabronidae.B,B,B,
Megachilidae.B - Crabronidae.C,0.541983032,-0.020899272,1.129001655,0.95,mode,hdi,Megachilidae.B,Crabronidae.C,B,C,
Megachilidae.B - Crabronidae.D,0.794366438,-0.072300408,1.715575418,0.95,mode,hdi,Megachilidae.B,Crabronidae.D,B,D,
Megachilidae.B - Crabronidae.E,0.442259093,-0.549950582,1.361546545,0.95,mode,hdi,Megachilidae.B,Crabronidae.E,B,E,
Megachilidae.B - Halictidae.A,-0.675820969,-1.271346753,-0.07080309,0.95,mode,hdi,Megachilidae.B,Halictidae.A,B,A,
Megachilidae.B - Halictidae.B,-0.877313224,-1.287056064,-0.413631541,0.95,mode,hdi,Megachilidae.B,Halictidae.B,B,B,
Megachilidae.B - Halictidae.C,-0.250639448,-0.703552529,0.394132942,0.95,mode,hdi,Megachilidae.B,Halictidae.C,B,C,
Megachilidae.B - Halictidae.D,-0.220556656,-0.825703298,0.415786394,0.95,mode,hdi,Megachilidae.B,Halictidae.D,B,D,
Megachilidae.B - Halictidae.E,-0.074960112,-0.763696581,0.784066367,0.95,mode,hdi,Megachilidae.B,Halictidae.E,B,E,
Megachilidae.B - Megachilidae.A,0.268484814,-0.304699119,0.927659818,0.95,mode,hdi,Megachilidae.B,Megachilidae.A,B,A,
Megachilidae.C - Andrenidae.A,-0.132630221,-0.569122714,0.322671714,0.95,mode,hdi,Megachilidae.C,Andrenidae.A,C,A,
Megachilidae.C - Andrenidae.B,-0.484124122,-1.094621942,0.032721051,0.95,mode,hdi,Megachilidae.C,Andrenidae.B,C,B,
Megachilidae.C - Andrenidae.C,-0.142289116,-0.397615322,0.107521556,0.95,mode,hdi,Megachilidae.C,Andrenidae.C,C,C,
Megachilidae.C - Andrenidae.D,-0.221400148,-0.611257012,0.174822427,0.95,mode,hdi,Megachilidae.C,Andrenidae.D,C,D,
Megachilidae.C - Andrenidae.E,-0.108845422,-0.70343073,0.425625168,0.95,mode,hdi,Megachilidae.C,Andrenidae.E,C,E,
Megachilidae.C - Anthomyiidae.A,0.180324689,-0.726914687,1.043150481,0.95,mode,hdi,Megachilidae.C,Anthomyiidae.A,C,A,
Megachilidae.C - Anthomyiidae.B,-0.488572935,-1.320459499,0.558966048,0.95,mode,hdi,Megachilidae.C,Anthomyiidae.B,C,B,
Megachilidae.C - Anthomyiidae.C,-0.314412093,-0.572062077,0.009680022,0.95,mode,hdi,Megachilidae.C,Anthomyiidae.C,C,C,
Megachilidae.C - Anthomyiidae.D,0.14842894,-0.352337588,0.663573946,0.95,mode,hdi,Megachilidae.C,Anthomyiidae.D,C,D,
Megachilidae.C - Anthomyiidae.E,0.20894226,-0.375184743,0.768085738,0.95,mode,hdi,Megachilidae.C,Anthomyiidae.E,C,E,
Megachilidae.C - Apidae.A,-1.026855116,-1.388869047,-0.632926879,0.95,mode,hdi,Megachilidae.C,Apidae.A,C,A,
Megachilidae.C - Apidae.B,-1.125980915,-1.623251886,-0.668405879,0.95,mode,hdi,Megachilidae.C,Apidae.B,C,B,
Megachilidae.C - Apidae.C,-0.75303629,-0.995529671,-0.54534617,0.95,mode,hdi,Megachilidae.C,Apidae.C,C,C,
Megachilidae.C - Apidae.D,-0.795352914,-1.183323715,-0.452766017,0.95,mode,hdi,Megachilidae.C,Apidae.D,C,D,
Megachilidae.C - Apidae.E,-0.520401192,-1.034534245,-0.057936917,0.95,mode,hdi,Megachilidae.C,Apidae.E,C,E,
Megachilidae.C - Bombyliidae.A,-0.469270006,-0.916127557,-0.014549912,0.95,mode,hdi,Megachilidae.C,Bombyliidae.A,C,A,
Megachilidae.C - Bombyliidae.B,-0.601901001,-1.120965492,-0.085883123,0.95,mode,hdi,Megachilidae.C,Bombyliidae.B,C,B,
Megachilidae.C - Bombyliidae.C,-0.17009972,-0.453289569,0.117589673,0.95,mode,hdi,Megachilidae.C,Bombyliidae.C,C,C,
Megachilidae.C - Bombyliidae.D,0.009218355,-0.573620828,0.50949835,0.95,mode,hdi,Megachilidae.C,Bombyliidae.D,C,D,
Megachilidae.C - Bombyliidae.E,-0.118708028,-0.703361366,0.444212855,0.95,mode,hdi,Megachilidae.C,Bombyliidae.E,C,E,
Megachilidae.C - Calliphoridae.A,-0.228478077,-0.612090972,0.191646902,0.95,mode,hdi,Megachilidae.C,Calliphoridae.A,C,A,
Megachilidae.C - Calliphoridae.B,-0.540868958,-1.06871087,0.032777152,0.95,mode,hdi,Megachilidae.C,Calliphoridae.B,C,B,
Megachilidae.C - Calliphoridae.C,-0.176320636,-0.44385104,0.104593556,0.95,mode,hdi,Megachilidae.C,Calliphoridae.C,C,C,
Megachilidae.C - Calliphoridae.D,0.039177207,-0.447581776,0.485121468,0.95,mode,hdi,Megachilidae.C,Calliphoridae.D,C,D,
Megachilidae.C - Calliphoridae.E,0.069431582,-0.492706679,0.704931779,0.95,mode,hdi,Megachilidae.C,Calliphoridae.E,C,E,
Megachilidae.C - Colletidae.A,-0.040178672,-0.665211696,0.542973739,0.95,mode,hdi,Megachilidae.C,Colletidae.A,C,A,
Megachilidae.C - Colletidae.B,-0.327936995,-0.906057,0.35513728,0.95,mode,hdi,Megachilidae.C,Colletidae.B,C,B,
Megachilidae.C - Colletidae.C,-0.190590959,-0.451026366,0.048200319,0.95,mode,hdi,Megachilidae.C,Colletidae.C,C,C,
Megachilidae.C - Colletidae.D,-0.189420452,-0.614808695,0.341706584,0.95,mode,hdi,Megachilidae.C,Colletidae.D,C,D,
Megachilidae.C - Colletidae.E,0.366013462,-0.387835723,0.972991489,0.95,mode,hdi,Megachilidae.C,Colletidae.E,C,E,
Megachilidae.C - Crabronidae.A,0.29328311,-0.322383401,0.817912446,0.95,mode,hdi,Megachilidae.C,Crabronidae.A,C,A,
Megachilidae.C - Crabronidae.B,0.011273407,-0.820954609,0.771278699,0.95,mode,hdi,Megachilidae.C,Crabronidae.B,C,B,
Megachilidae.C - Crabronidae.C,0.200578907,-0.096746876,0.513168162,0.95,mode,hdi,Megachilidae.C,Crabronidae.C,C,C,
Megachilidae.C - Crabronidae.D,0.421712814,-0.317888232,1.238745909,0.95,mode,hdi,Megachilidae.C,Crabronidae.D,C,D,
Megachilidae.C - Crabronidae.E,0.023979565,-0.74557823,0.962605277,0.95,mode,hdi,Megachilidae.C,Crabronidae.E,C,E,
Megachilidae.C - Halictidae.A,-1.053739943,-1.417455051,-0.621477301,0.95,mode,hdi,Megachilidae.C,Halictidae.A,C,A,
Megachilidae.C - Halictidae.B,-1.200145342,-1.737482794,-0.716050436,0.95,mode,hdi,Megachilidae.C,Halictidae.B,C,B,
Megachilidae.C - Halictidae.C,-0.565962887,-0.773327933,-0.308167094,0.95,mode,hdi,Megachilidae.C,Halictidae.C,C,C,
Megachilidae.C - Halictidae.D,-0.484019931,-0.910868475,-0.105939786,0.95,mode,hdi,Megachilidae.C,Halictidae.D,C,D,
Megachilidae.C - Halictidae.E,-0.327091665,-1.005389812,0.361532178,0.95,mode,hdi,Megachilidae.C,Halictidae.E,C,E,
Megachilidae.C - Megachilidae.A,-0.040534306,-0.508104451,0.343863577,0.95,mode,hdi,Megachilidae.C,Megachilidae.A,C,A,
Megachilidae.C - Megachilidae.B,-0.33102864,-0.918685325,0.190278029,0.95,mode,hdi,Megachilidae.C,Megachilidae.B,C,B,
Megachilidae.D - Andrenidae.A,-0.124093035,-0.663649969,0.438871935,0.95,mode,hdi,Megachilidae.D,Andrenidae.A,D,A,
Megachilidae.D - Andrenidae.B,-0.528876856,-1.123095328,0.189823082,0.95,mode,hdi,Megachilidae.D,Andrenidae.B,D,B,
Megachilidae.D - Andrenidae.C,-0.133374196,-0.553090924,0.317223425,0.95,mode,hdi,Megachilidae.D,Andrenidae.C,D,C,
Megachilidae.D - Andrenidae.D,-0.275940046,-0.646033633,0.202062448,0.95,mode,hdi,Megachilidae.D,Andrenidae.D,D,D,
Megachilidae.D - Andrenidae.E,-0.096765761,-0.758053955,0.547115441,0.95,mode,hdi,Megachilidae.D,Andrenidae.E,D,E,
Megachilidae.D - Anthomyiidae.A,0.171214717,-0.75830696,1.120032545,0.95,mode,hdi,Megachilidae.D,Anthomyiidae.A,D,A,
Megachilidae.D - Anthomyiidae.B,-0.485571364,-1.374298197,0.639778676,0.95,mode,hdi,Megachilidae.D,Anthomyiidae.B,D,B,
Megachilidae.D - Anthomyiidae.C,-0.320884616,-0.770588951,0.114819896,0.95,mode,hdi,Megachilidae.D,Anthomyiidae.C,D,C,
Megachilidae.D - Anthomyiidae.D,0.125998771,-0.38951609,0.702437925,0.95,mode,hdi,Megachilidae.D,Anthomyiidae.D,D,D,
Megachilidae.D - Anthomyiidae.E,0.193720953,-0.496586709,0.785749842,0.95,mode,hdi,Megachilidae.D,Anthomyiidae.E,D,E,
Megachilidae.D - Apidae.A,-1.024821883,-1.513964088,-0.530141423,0.95,mode,hdi,Megachilidae.D,Apidae.A,D,A,
Megachilidae.D - Apidae.B,-1.101562533,-1.713722369,-0.545811501,0.95,mode,hdi,Megachilidae.D,Apidae.B,D,B,
Megachilidae.D - Apidae.C,-0.775542345,-1.172073736,-0.354412325,0.95,mode,hdi,Megachilidae.D,Apidae.C,D,C,
Megachilidae.D - Apidae.D,-0.835426746,-1.21655758,-0.399680883,0.95,mode,hdi,Megachilidae.D,Apidae.D,D,D,
Megachilidae.D - Apidae.E,-0.487915235,-1.113566385,0.079950661,0.95,mode,hdi,Megachilidae.D,Apidae.E,D,E,
Megachilidae.D - Bombyliidae.A,-0.46865482,-1.048638159,0.054194178,0.95,mode,hdi,Megachilidae.D,Bombyliidae.A,D,A,
Megachilidae.D - Bombyliidae.B,-0.533220595,-1.175145272,0.064780951,0.95,mode,hdi,Megachilidae.D,Bombyliidae.B,D,B,
Megachilidae.D - Bombyliidae.C,-0.218103384,-0.625680331,0.280326107,0.95,mode,hdi,Megachilidae.D,Bombyliidae.C,D,C,
Megachilidae.D - Bombyliidae.D,0.033786381,-0.540652972,0.555189062,0.95,mode,hdi,Megachilidae.D,Bombyliidae.D,D,D,
Megachilidae.D - Bombyliidae.E,-0.031050938,-0.745371374,0.539957806,0.95,mode,hdi,Megachilidae.D,Bombyliidae.E,D,E,
Megachilidae.D - Calliphoridae.A,-0.229136833,-0.715148922,0.320664135,0.95,mode,hdi,Megachilidae.D,Calliphoridae.A,D,A,
Megachilidae.D - Calliphoridae.B,-0.522334369,-1.091844703,0.18424244,0.95,mode,hdi,Megachilidae.D,Calliphoridae.B,D,B,
Megachilidae.D - Calliphoridae.C,-0.158611594,-0.611151623,0.257259003,0.95,mode,hdi,Megachilidae.D,Calliphoridae.C,D,C,
Megachilidae.D - Calliphoridae.D,0.048821979,-0.496578318,0.516589659,0.95,mode,hdi,Megachilidae.D,Calliphoridae.D,D,D,
Megachilidae.D - Calliphoridae.E,0.08935653,-0.620605075,0.728414659,0.95,mode,hdi,Megachilidae.D,Calliphoridae.E,D,E,
Megachilidae.D - Colletidae.A,-0.070733637,-0.703548927,0.66806912,0.95,mode,hdi,Megachilidae.D,Colletidae.A,D,A,
Megachilidae.D - Colletidae.B,-0.256472658,-0.993425616,0.416579125,0.95,mode,hdi,Megachilidae.D,Colletidae.B,D,B,
Megachilidae.D - Colletidae.C,-0.150201196,-0.645647679,0.230998497,0.95,mode,hdi,Megachilidae.D,Colletidae.C,D,C,
Megachilidae.D - Colletidae.D,-0.1515552,-0.689429331,0.327068217,0.95,mode,hdi,Megachilidae.D,Colletidae.D,D,D,
Megachilidae.D - Colletidae.E,0.365954858,-0.455768199,1.024479405,0.95,mode,hdi,Megachilidae.D,Colletidae.E,D,E,
Megachilidae.D - Crabronidae.A,0.245078707,-0.41938175,0.880007395,0.95,mode,hdi,Megachilidae.D,Crabronidae.A,D,A,
Megachilidae.D - Crabronidae.B,-0.033425134,-0.871400479,0.827125379,0.95,mode,hdi,Megachilidae.D,Crabronidae.B,D,B,
Megachilidae.D - Crabronidae.C,0.236851525,-0.256775104,0.677819506,0.95,mode,hdi,Megachilidae.D,Crabronidae.C,D,C,
Megachilidae.D - Crabronidae.D,0.524647735,-0.287118883,1.241052713,0.95,mode,hdi,Megachilidae.D,Crabronidae.D,D,D,
Megachilidae.D - Crabronidae.E,-0.042627265,-0.822906974,1.01384846,0.95,mode,hdi,Megachilidae.D,Crabronidae.E,D,E,
Megachilidae.D - Halictidae.A,-1.041712123,-1.525568061,-0.519228082,0.95,mode,hdi,Megachilidae.D,Halictidae.A,D,A,
Megachilidae.D - Halictidae.B,-1.160767383,-1.769729648,-0.582542119,0.95,mode,hdi,Megachilidae.D,Halictidae.B,D,B,
Megachilidae.D - Halictidae.C,-0.492808173,-0.938478734,-0.110280159,0.95,mode,hdi,Megachilidae.D,Halictidae.C,D,C,
Megachilidae.D - Halictidae.D,-0.518139005,-0.934351278,-0.067626537,0.95,mode,hdi,Megachilidae.D,Halictidae.D,D,D,
