Cteniopus sulphurous L.,Coleoptera: Tenebrionidae,A. sphaerocephalon,1
Cteniopus sulphurous L.,Coleoptera: Tenebrionidae,C. ruber,1
Cteniopus sulphurous L.,Coleoptera: Tenebrionidae,H. perfuratum,1
Cteniopus sulphurous L.,Coleoptera: Tenebrionidae,L. vulgare,1
Isomira murina L.,Coleoptera: Tenebrionidae,C. monogyna,1
Isomira murina L.,Coleoptera: Tenebrionidae,S. olusatrum,1
Isomira murina L.,Coleoptera: Tenebrionidae,V. lantana,1
Apion ulicis Forster,Coleoptera: Curculionidae,U. europaeus,1
Byturus tomentosus Fabricius,Coleoptera: Byturidae,C. monogyna,1
Byturus tomentosus Fabricius,Coleoptera: Byturidae,R. fruticosus,1
Cantharis decipiens Baudi,Coleoptera: Cantharidae,C. monogyna,1
Rhagonycha fulva Scopoli,Coleoptera: Cantharidae,E. cannabinum,1
Grammoptera ruficornis Fabricius,Coleoptera: Cerambycidae,C. monogyna,1
Strangalia maculata Poda,Coleoptera: Cerambycidae,R. fruticosus,1
Aphthona herbigrada Curtis,Coleoptera: Chrysomelidae,H. nunmularium,1
Anthonomus rubi Herbst,Coleoptera: Curculionidae,R. fruticosus,1
Anthonomus rubi Herbst,Coleoptera: Curculionidae,S. dulcamara,1
Centhorhynchus sp.,Coleoptera: Curculionidae,S. officinale,1
Phyllobius roboretanus Gredler _,Coleoptera: Curculionidae,P. sterilis,1
Phyllobius roboretanus Gredler _,Coleoptera: Curculionidae,S. minor,1
Phyllobius roboretanus Gredler _,Coleoptera: Curculionidae,S. aria,1
Phyllobius roboretanus Gredler _,Coleoptera: Curculionidae,T. glauca,1
Phyllobius viridiaeris Laicharting,Coleoptera: Curculionidae,T. pratense,1
Curculionidae sp1,Coleoptera: Curculionidae,L. corniculatus,1
Agrypnus murinus L.,Coleoptera: Elateridae,S. olusatrum,1
Mordellistena neuwaldeggiana Panzer,Coleoptera: Mordellidae,R. fruticosus,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,C. monogyna,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,Crepis sp.,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,G. robertianum,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,G. urbanum,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,M. muralis,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,O. vulgare,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,R. arvensis,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,R. fruticosus,1
Meligethes aeneus Fabricius,Coleoptera: Nitidulidae,S. arvensis,1
Meligethes atratus Oliver,Coleoptera: Nitidulidae,G. robertianum,1
Meligethes flavimanus Stephens,Coleoptera: Nitidulidae,G. robertianum,1
Meligethes flavimanus Stephens,Coleoptera: Nitidulidae,R. canina,1
Meligethes obscurus Erichson,Coleoptera: Nitidulidae,C. ruber,1
Meligethes obscurus Erichson,Coleoptera: Nitidulidae,Crepis sp.,1
Meligethes obscurus Erichson,Coleoptera: Nitidulidae,Hieracium sp.,1
