"","db","PGenus","family"
"33931","ncbi","Erigeron","Asteraceae"
"33932","ncbi","Hedeoma","Lamiaceae"
"33933","ncbi","Heuchera","Saxifragaceae"
"33934","ncbi","Hibiscus","Malvaceae"
"33935","ncbi","Lespedeza","Fabaceae"
"33936","ncbi","Lonicera","Caprifoliaceae"
"33937","ncbi","Mimulus","Phrymaceae"
"33938","ncbi","Populus","Salicaceae"
"33939","ncbi","Scutellaria","Lamiaceae"
"33940","ncbi","Sisymbrium","Brassicaceae"
"33941","ncbi","Sisyrinchium","Iridaceae"
"33942","ncbi","Solidago","Asteraceae"
"33943","ncbi","Veronica","Plantaginaceae"
"33944","ncbi","Alisma","Alismataceae"
"33945","ncbi","Ascerates","Apocynaceae"
"33946","ncbi","Aster","Asteraceae"
"33947","ncbi","Bidens","Asteraceae"
"33948","ncbi","Convolvulus","Convolvulaceae"
"33949","ncbi","Heracleum","Apiaceae"
"33950","ncbi","Hydrangea","Hydrangeaceae"
"33951","ncbi","Hypericum","Hypericaceae"
"33952","ncbi","Isopyrum","Ranunculaceae"
"33953","ncbi","Leonurus","Lamiaceae"
"33954","ncbi","Lespedeza","Fabaceae"
"33955","ncbi","Lobelia","Campanulaceae"
"33956","ncbi","Malva","Malvaceae"
"33957","ncbi","Monarda","Lamiaceae"
"33958","ncbi","Vitis","Vitaceae"
"33959","ncbi","Zea","Poaceae"
"33960","ncbi","Gerardia","Orobanchaceae"
"33961","ncbi","Gerardia","Orobanchaceae"
"33962","ncbi","Geum","Rosaceae"
"33963","ncbi","Gillenia","Rosaceae"
"33964","ncbi","Gonolobus","Apocynaceae"
"33965","ncbi","Habenaria","Orchidaceae"
"33966","ncbi","Helianthus","Asteraceae"
"33967","ncbi","Heliopsis","Asteraceae"
"33968","ncbi","Lobelia","Campanulaceae"
"33969","ncbi","Ludvigia","Onagraceae"
"33970","ncbi","Lycopus","Lamiaceae"
"33971","ncbi","Monarda","Lamiaceae"
"33972","ncbi","Nothoscordum","Amaryllidaceae"
"33973","ncbi","Philadelphus","Hydrangeaceae"
"33974","ncbi","Polytaenia","Apiaceae"
"33975","ncbi","Sanicula","Apiaceae"
"33976","ncbi","Aster","Asteraceae"
"33977","ncbi","Aster","Asteraceae"
"33978","ncbi","Aster","Asteraceae"
"33979","ncbi","Cacalia","Asteraceae"
"33980","ncbi","Cassia","Fabaceae"
"33981","ncbi","Desmodium","Fabaceae"
"33982","ncbi","Desmodium","Fabaceae"
"33983","ncbi","Dianthera","Acanthaceae"
"33984","ncbi","Dicentra","Papaveraceae"
"33985","ncbi","Dipsacus","Caprifoliaceae"
"33986","ncbi","Ellisia","Hydrophyllaceae"
"33987","ncbi","Eupatorium","Asteraceae"
"33988","ncbi","Frasera","Gentianaceae"
"33989","ncbi","Fraxinus","Oleaceae"
"33990","ncbi","Strophostyles","Fabaceae"
"33991","ncbi","Vernonia","Asteraceae"
"33992","ncbi","Ilysanthes","Linderniaceae"
"33993","ncbi","Impatiens","Balsaminaceae"
"33994","ncbi","Ipomoea","Convolvulaceae"
"33995","ncbi","Marrubium","Lamiaceae"
"33996","ncbi","Penstemon","Plantaginaceae"
"33997","ncbi","Penstemon","Plantaginaceae"
"33998","ncbi","Petalostemum","Fabaceae"
"33999","ncbi","Physalis","Solanaceae"
"34000","ncbi","Physostegia","Lamiaceae"
"34001","ncbi","Phytolacca","Phytolaccaceae"
"34002","ncbi","Prunella","Lamiaceae"
"34003","ncbi","Silene","Caryophyllaceae"
"34004","ncbi","Smilax","Brassicaceae"
"34005","ncbi","Trifolium","Fabaceae"
"34006","ncbi","Veronica","Plantaginaceae"
"34007","ncbi","Viola","Violaceae"
"34008","ncbi","Aristolochia","Aristolochiaceae"
"34009","ncbi","Ascerates","Apocynaceae"
"34010","ncbi","Asclepias","Apocynaceae"
"34011","ncbi","Aster","Asteraceae"
"34012","ncbi","Blephilia","Lamiaceae"
"34013","ncbi","Brauneria","Asteraceae"
"34014","ncbi","Cirsium","Asteraceae"
"34015","ncbi","Coreopsis","Asteraceae"
"34016","ncbi","Cornus","Cornaceae"
"34017","ncbi","Erigeron","Asteraceae"
"34018","ncbi","Erigeron","Asteraceae"
"34019","ncbi","Helenium","Asteraceae"
"34020","ncbi","Hypericum","Hypericaceae"
"34021","ncbi","Isopyrum","Ranunculaceae"
"34022","ncbi","Lappula","Boraginaceae"
"34023","ncbi","Leonurus","Lamiaceae"
"34024","ncbi","Lactuca","Asteraceae"
"34025","ncbi","Lappula","Boraginaceae"
"34026","ncbi","Liatris","Asteraceae"
"34027","ncbi","Orchis","Orchidaceae"
"34028","ncbi","Physostegia","Lamiaceae"
"34029","ncbi","Poa","Poaceae"
"34030","ncbi","Polygonum","Polygonaceae"
"34031","ncbi","Polytaenia","Apiaceae"
"34032","ncbi","Populus","Salicaceae"
"34033","ncbi","Portulaca","Portulacaceae"
"34034","ncbi","Potentilla","Rosaceae"
"34035","ncbi","Prunus","Rosaceae"
"34036","ncbi","Ranunculus","Ranunculaceae"
"34037","ncbi","Smilax","Brassicaceae"
"34038","ncbi","Strophostyles","Fabaceae"
"34039","ncbi","Verbena","Verbenaceae"
"34040","ncbi","Actea","Ranunculaceae"
"34041","ncbi","Asparagus","Asparagaceae"
"34042","ncbi","Aster","Asteraceae"
"34043","ncbi","Circaea","Onagraceae"
"34044","ncbi","Crataegus","Rosaceae"
"34045","ncbi","Erigenia","Apiaceae"
"34046","ncbi","Erigeron","Asteraceae"
"34047","ncbi","Ludvigia","Onagraceae"
"34048","ncbi","Oxalis","Oxalidaceae"
"34049","ncbi","Oxalis","Oxalidaceae"
"34050","ncbi","Phlox","Polemoniaceae"
"34051","ncbi","Rubus","Rosaceae"
"34052","ncbi","Sebatia","Gentianaceae"
"34053","ncbi","Sida","Malvaceae"
"34054","ncbi","Sium","Apiaceae"
"34055","ncbi","Smilacina","Asparagaceae"
"34056","ncbi","Helenium","Asteraceae"
"34057","ncbi","Helianthus","Asteraceae"
"34058","ncbi","Houstonia","Rubiaceae"
"34059","ncbi","Hybanthus","Violaceae"
"34060","ncbi","Hydrangea","Hydrangeaceae"
"34061","ncbi","Hydrophyllum","Hydrophyllaceae"
"34062","ncbi","Ipomoea","Convolvulaceae"
"34063","ncbi","Liparis","Orchidaceae"
"34064","ncbi","Mimulus","Phrymaceae"
"34065","ncbi","Penstemon","Plantaginaceae"
"34066","ncbi","Podophyllum","Berberidaceae"
"34067","ncbi","Polygonum","Polygonaceae"
"34068","ncbi","Pycnanthemum","Lamiaceae"
"34069","ncbi","Pyrus","Rosaceae"
"34070","ncbi","Sassafras","Lauraceae"
"34071","ncbi","Scutellaria","Lamiaceae"
"34072","ncbi","Solidago","Asteraceae"
"34073","ncbi","Triosteum","Caprifoliaceae"
"34074","ncbi","Ulmus","Ulmaceae"
"34075","ncbi","Ulmus","Ulmaceae"
"34076","ncbi","Uvularia","Colchicaceae"
"34077","ncbi","Valerianella","Caprifoliaceae"
"34078","ncbi","Verbascum","Scrophulariaceae"
"34079","ncbi","Verbena","Verbenaceae"
"34080","ncbi","Verbena","Verbenaceae"
"34081","ncbi","Verbena","Verbenaceae"
"34082","ncbi","Verbena","Verbenaceae"
"34083","ncbi","Verbena","Verbenaceae"
"34084","ncbi","Verbesina","Asteraceae"
"34085","ncbi","Vernonia","Asteraceae"
"34086","ncbi","Veronica","Plantaginaceae"
"34087","ncbi","Veronica","Plantaginaceae"
"34088","ncbi","Anthemis","Asteraceae"
"34089","ncbi","Comandra","Comandraceae"
"34090","ncbi","Crotalaria","Fabaceae"
"34091","ncbi","Hypericum","Hypericaceae"
"34092","ncbi","Lactuca","Asteraceae"
"34093","ncbi","Lactuca","Asteraceae"
"34094","ncbi","Liparis","Orchidaceae"
"34095","ncbi","Myosotis","Boraginaceae"
"34096","ncbi","Nepeta","Lamiaceae"
"34097","ncbi","Phytolacca","Phytolaccaceae"
"34098","ncbi","Podophyllum","Berberidaceae"
"34099","ncbi","Rubus","Rosaceae"
"34100","ncbi","Ruellia","Acanthaceae"
"34101","ncbi","Salix","Salicaceae"
"34102","ncbi","Viola","Violaceae"
"34103","ncbi","Zanthoxylum","Rutaceae"
"34104","ncbi","Anethum","Apiaceae"
"34105","ncbi","Cucurbita","Cucurbitaceae"
"34106","ncbi","Eryngium","Apiaceae"
"34107","ncbi","Hedeoma","Lamiaceae"
"34108","ncbi","Heliopsis","Asteraceae"
"34109","ncbi","Hibiscus","Malvaceae"
"34110","ncbi","Houstonia","Rubiaceae"
"34111","ncbi","Mimulus","Phrymaceae"
"34112","ncbi","Nothoscordum","Amaryllidaceae"
"34113","ncbi","Phlox","Polemoniaceae"
"34114","ncbi","Prunella","Lamiaceae"
"34115","ncbi","Sebatia","Gentianaceae"
"34116","ncbi","Silene","Caryophyllaceae"
"34117","ncbi","Silphium","Asteraceae"
"34118","ncbi","Viburnum","Adoxaceae"
"34119","ncbi","Viola","Violaceae"
"34120","ncbi","Agastache","Lamiaceae"
"34121","ncbi","Aster","Asteraceae"
"34122","ncbi","Aster","Asteraceae"
"34123","ncbi","Astragalus","Fabaceae"
"34124","ncbi","Brauneria","Asteraceae"
"34125","ncbi","Cacalia","Asteraceae"
"34126","ncbi","Cacalia","Asteraceae"
"34127","ncbi","Cirsium","Asteraceae"
"34128","ncbi","Coreopsis","Asteraceae"
"34129","ncbi","Desmodium","Fabaceae"
"34130","ncbi","Eupatorium","Asteraceae"
"34131","ncbi","Galium","Rubiaceae"
"34132","ncbi","Helianthus","Asteraceae"
"34133","ncbi","Heracleum","Apiaceae"
"34134","ncbi","Solanum","Solanaceae"
"34135","ncbi","Verbena","Verbenaceae"
"34136","ncbi","Comandra","Comandraceae"
"34137","ncbi","Convolvulus","Convolvulaceae"
"34138","ncbi","Coreopsis","Asteraceae"
"34139","ncbi","Cornus","Cornaceae"
"34140","ncbi","Desmodium","Fabaceae"
"34141","ncbi","Gerardia","Orobanchaceae"
"34142","ncbi","Geum","Rosaceae"
"34143","ncbi","Hedeoma","Lamiaceae"
"34144","ncbi","Helenium","Asteraceae"
"34145","ncbi","Hydrangea","Hydrangeaceae"
"34146","ncbi","Impatiens","Balsaminaceae"
"34147","ncbi","Parthenium","Asteraceae"
"34148","ncbi","Pastinaca","Apiaceae"
"34149","ncbi","Physalis","Solanaceae"
"34150","ncbi","Pontederia","Pontederiaceae"
"34151","ncbi","Rubus","Rosaceae"
"34152","ncbi","Hibiscus","Malvaceae"
"34153","ncbi","Hypericum","Hypericaceae"
"34154","ncbi","Hypericum","Hypericaceae"
"34155","ncbi","Ipomoea","Convolvulaceae"
"34156","ncbi","Ipomoea","Convolvulaceae"
"34157","ncbi","Lythrum","Lythraceae"
"34158","ncbi","Myosotis","Boraginaceae"
"34159","ncbi","Philadelphus","Hydrangeaceae"
"34160","ncbi","Physalis","Solanaceae"
"34161","ncbi","Polytaenia","Apiaceae"
"34162","ncbi","Psedera","Vitaceae"
"34163","ncbi","Psoralea","Fabaceae"
"34164","ncbi","Samolus","Primulaceae"
"34165","ncbi","Silphium","Asteraceae"
"34166","ncbi","Sisyrinchium","Iridaceae"
"34167","ncbi","Abutilon","Malvaceae"
"34168","ncbi","Alisma","Alismataceae"
"34169","ncbi","Ambrosia","Asteraceae"
"34170","ncbi","Amphicarpa","Fabaceae"
"34171","ncbi","Anemonella","Ranunculaceae"
"34172","ncbi","Arabis","Brassicaceae"
"34173","ncbi","Arctium","Asteraceae"
"34174","ncbi","Asclepias","Apocynaceae"
"34175","ncbi","Aster","Asteraceae"
"34176","ncbi","Cirsium","Asteraceae"
"34177","ncbi","Clematis","Ranunculaceae"
"34178","ncbi","Hibiscus","Malvaceae"
"34179","ncbi","Polygonum","Polygonaceae"
"34180","ncbi","Solidago","Asteraceae"
"34181","ncbi","Stellaria","Caryophyllaceae"
"34182","ncbi","Bidens","Asteraceae"
"34183","ncbi","Heuchera","Saxifragaceae"
"34184","ncbi","Ipomoea","Convolvulaceae"
"34185","ncbi","Iris","Iridaceae"
"34186","ncbi","Leonurus","Lamiaceae"
"34187","ncbi","Lespedeza","Fabaceae"
"34188","ncbi","Lippia","Verbenaceae"
"34189","ncbi","Ludvigia","Onagraceae"
"34190","ncbi","Martynia","Martyniaceae"
"34191","ncbi","Psoralea","Fabaceae"
"34192","ncbi","Rhamnus","Rhamnaceae"
"34193","ncbi","Rosa","Rosaceae"
"34194","ncbi","Sanicula","Apiaceae"
"34195","ncbi","Saponaria","Caryophyllaceae"
"34196","ncbi","Scrophularia","Scrophulariaceae"
"34197","ncbi","Aster","Asteraceae"
"34198","ncbi","Aster","Asteraceae"
"34199","ncbi","Aster","Asteraceae"
"34200","ncbi","Dirca","Thymelaeaceae"
"34201","ncbi","Echinocystis","Cucurbitaceae"
"34202","ncbi","Euphorbia","Euphorbiaceae"
"34203","ncbi","Gleditsia","Fabaceae"
"34204","ncbi","Lespedeza","Fabaceae"
"34205","ncbi","Lobelia","Campanulaceae"
"34206","ncbi","Lobelia","Campanulaceae"
"34207","ncbi","Physostegia","Lamiaceae"
"34208","ncbi","Podophyllum","Berberidaceae"
"34209","ncbi","Scutellaria","Lamiaceae"
"34210","ncbi","Silphium","Asteraceae"
"34211","ncbi","Solidago","Asteraceae"
"34212","ncbi","Acer","Sapindaceae"
"34213","ncbi","Amorpha","Fabaceae"
"34214","ncbi","Anemonella","Ranunculaceae"
"34215","ncbi","Anethum","Apiaceae"
"34216","ncbi","Aristolochia","Aristolochiaceae"
"34217","ncbi","Bidens","Asteraceae"
"34218","ncbi","Cardamine","Brassicaceae"
"34219","ncbi","Cicuta","Apiaceae"
"34220","ncbi","Fraxinus","Oleaceae"
"34221","ncbi","Malva","Malvaceae"
"34222","ncbi","Rhus","Anacardiaceae"
"34223","ncbi","Sanguinaria","Papaveraceae"
"34224","ncbi","Silene","Caryophyllaceae"
"34225","ncbi","Silphium","Asteraceae"
"34226","ncbi","Stellaria","Caryophyllaceae"
"34227","ncbi","Apocynum","Apocynaceae"
"34228","ncbi","Aquilegia","Ranunculaceae"
"34229","ncbi","Arabis","Brassicaceae"
"34230","ncbi","Arabis","Brassicaceae"
"34231","ncbi","Ascerates","Apocynaceae"
"34232","ncbi","Asparagus","Asparagaceae"
"34233","ncbi","Cirsium","Asteraceae"
"34234","ncbi","Convolvulus","Convolvulaceae"
"34235","ncbi","Coreopsis","Asteraceae"
"34236","ncbi","Cuscuta","Convolvulaceae"
"34237","ncbi","Cuscuta","Convolvulaceae"
"34238","ncbi","Cynoglossum","Boraginaceae"
"34239","ncbi","Cypripedium","Orchidaceae"
"34240","ncbi","Datura","Solanaceae"
"34241","ncbi","Datura","Solanaceae"
"34242","ncbi","Actinomeris","Asteraceae"
"34243","ncbi","Arisaema","Araceae"
"34244","ncbi","Aster","Asteraceae"
"34245","ncbi","Bidens","Asteraceae"
"34246","ncbi","Bidens","Asteraceae"
"34247","ncbi","Brauneria","Asteraceae"
"34248","ncbi","Ceanothus","Rhamnaceae"
"34249","ncbi","Cicuta","Apiaceae"
"34250","ncbi","Cirsium","Asteraceae"
"34251","ncbi","Comandra","Comandraceae"
"34252","ncbi","Evonymus","Celastraceae"
"34253","ncbi","Geranium","Geraniaceae"
"34254","ncbi","Gnaphalium","Asteraceae"
"34255","ncbi","Helianthus","Asteraceae"
"34256","ncbi","Leonurus","Lamiaceae"
"34257","ncbi","Cardamine","Brassicaceae"
"34258","ncbi","Ludvigia","Onagraceae"
"34259","ncbi","Nymphaea","Nymphaeaceae"
"34260","ncbi","Panicum","Poaceae"
"34261","ncbi","Populus","Salicaceae"
"34262","ncbi","Potentilla","Rosaceae"
"34263","ncbi","Prenanthes","Asteraceae"
"34264","ncbi","Prenanthes","Asteraceae"
"34265","ncbi","Prunus","Rosaceae"
"34266","ncbi","Rhus","Anacardiaceae"
"34267","ncbi","Ribes","Grossulariaceae"
"34268","ncbi","Rosa","Rosaceae"
"34269","ncbi","Salix","Salicaceae"
"34270","ncbi","Senecio","Asteraceae"
"34271","ncbi","Tradescantia","Commelinaceae"
"34272","ncbi","Ammannia","Lythraceae"
"34273","ncbi","Amorpha","Fabaceae"
"34274","ncbi","Ceanothus","Rhamnaceae"
"34275","ncbi","Chaerophyllum","Apiaceae"
"34276","ncbi","Dentaria","Brassicaceae"
"34277","ncbi","Desmodium","Fabaceae"
"34278","ncbi","Eulophus","Eulophidae"
"34279","ncbi","Gerardia","Orobanchaceae"
"34280","ncbi","Geum","Rosaceae"
"34281","ncbi","Hypericum","Hypericaceae"
"34282","ncbi","Lonicera","Caprifoliaceae"
"34283","ncbi","Ludvigia","Onagraceae"
"34284","ncbi","Myosurus","Ranunculaceae"
"34285","ncbi","Polygonum","Polygonaceae"
"34286","ncbi","Tradescantia","Commelinaceae"
"34287","ncbi","Asclepias","Apocynaceae"
"34288","ncbi","Asparagus","Asparagaceae"
"34289","ncbi","Aster","Asteraceae"
"34290","ncbi","Aster","Asteraceae"
"34291","ncbi","Cacalia","Asteraceae"
"34292","ncbi","Cerastium","Caryophyllaceae"
"34293","ncbi","Chrysanthemum","Asteraceae"
"34294","ncbi","Cucurbita","Cucurbitaceae"
"34295","ncbi","Cuphea","Lythraceae"
"34296","ncbi","Dicentra","Papaveraceae"
"34297","ncbi","Diospyros","Ebenaceae"
"34298","ncbi","Eupatorium","Asteraceae"
"34299","ncbi","Poa","Poaceae"
"34300","ncbi","Staphylea","Staphyleaceae"
"34301","ncbi","Symphoricarpos","Caprifoliaceae"
"34302","ncbi","Actinomeris","Asteraceae"
"34303","ncbi","Arabis","Brassicaceae"
"34304","ncbi","Ascerates","Apocynaceae"
"34305","ncbi","Astragalus","Fabaceae"
"34306","ncbi","Cornus","Cornaceae"
"34307","ncbi","Cuphea","Lythraceae"
"34308","ncbi","Datura","Solanaceae"
"34309","ncbi","Dirca","Thymelaeaceae"
"34310","ncbi","Ellisia","Hydrophyllaceae"
"34311","ncbi","Lythrum","Lythraceae"
"34312","ncbi","Mertensia","Boraginaceae"
"34313","ncbi","Penstemon","Plantaginaceae"
"34314","ncbi","Physostegia","Lamiaceae"
"34315","ncbi","Podophyllum","Berberidaceae"
"34316","ncbi","Veronica","Plantaginaceae"
"34317","ncbi","Castilleja","Orobanchaceae"
"34318","ncbi","Erigeron","Asteraceae"
"34319","ncbi","Galium","Rubiaceae"
"34320","ncbi","Gerardia","Orobanchaceae"
"34321","ncbi","Lespedeza","Fabaceae"
"34322","ncbi","Lobelia","Campanulaceae"
"34323","ncbi","Phlox","Polemoniaceae"
"34324","ncbi","Phytolacca","Phytolaccaceae"
"34325","ncbi","Sisyrinchium","Iridaceae"
"34326","ncbi","Spiranthes","Orchidaceae"
"34327","ncbi","Strophostyles","Fabaceae"
"34328","ncbi","Thaspium","Apiaceae"
"34329","ncbi","Thaspium","Apiaceae"
"34330","ncbi","Trifolium","Fabaceae"
"34331","ncbi","Veronica","Plantaginaceae"
"34332","ncbi","Physostegia","Lamiaceae"
"34333","ncbi","Podophyllum","Berberidaceae"
"34334","ncbi","Populus","Salicaceae"
"34335","ncbi","Psedera","Vitaceae"
"34336","ncbi","Rhus","Anacardiaceae"
"34337","ncbi","Rosa","Rosaceae"
"34338","ncbi","Sambucus","Adoxaceae"
"34339","ncbi","Sanguinaria","Papaveraceae"
"34340","ncbi","Saponaria","Caryophyllaceae"
"34341","ncbi","Scrophularia","Scrophulariaceae"
"34342","ncbi","Solidago","Asteraceae"
"34343","ncbi","Solidago","Asteraceae"
"34344","ncbi","Strophostyles","Fabaceae"
"34345","ncbi","Thalictrum","Ranunculaceae"
"34346","ncbi","Valerianella","Caprifoliaceae"
"34347","ncbi","Ambrosia","Asteraceae"
"34348","ncbi","Aquilegia","Ranunculaceae"
"34349","ncbi","Aster","Asteraceae"
"34350","ncbi","Aster","Asteraceae"
"34351","ncbi","Brauneria","Asteraceae"
"34352","ncbi","Brauneria","Asteraceae"
"34353","ncbi","Campanula","Campanulaceae"
"34354","ncbi","Cirsium","Asteraceae"
"34355","ncbi","Convolvulus","Convolvulaceae"
"34356","ncbi","Geranium","Geraniaceae"
"34357","ncbi","Lilium","Liliaceae"
"34358","ncbi","Linaria","Plantaginaceae"
"34359","ncbi","Liparis","Orchidaceae"
"34360","ncbi","Lippia","Verbenaceae"
"34361","ncbi","Lithospermum","Boraginaceae"
"34362","ncbi","Polygonum","Polygonaceae"
"34363","ncbi","Polygonum","Polygonaceae"
"34364","ncbi","Polytaenia","Apiaceae"
"34365","ncbi","Pycnanthemum","Lamiaceae"
"34366","ncbi","Ranunculus","Ranunculaceae"
"34367","ncbi","Ranunculus","Ranunculaceae"
"34368","ncbi","Salix","Salicaceae"
"34369","ncbi","Silene","Caryophyllaceae"
"34370","ncbi","Silphium","Asteraceae"
"34371","ncbi","Solanum","Solanaceae"
"34372","ncbi","Solidago","Asteraceae"
"34373","ncbi","Tephrosia","Fabaceae"
"34374","ncbi","Trifolium","Fabaceae"
"34375","ncbi","Triosteum","Caprifoliaceae"
"34376","ncbi","Viola","Violaceae"
"34377","ncbi","Actea","Ranunculaceae"
"34378","ncbi","Amorpha","Fabaceae"
"34379","ncbi","Amphicarpa","Fabaceae"
"34380","ncbi","Aquilegia","Ranunculaceae"
"34381","ncbi","Asclepias","Apocynaceae"
"34382","ncbi","Baptisia","Fabaceae"
"34383","ncbi","Celastrus","Celastraceae"
"34384","ncbi","Cornus","Cornaceae"
"34385","ncbi","Datura","Solanaceae"
"34386","ncbi","Delphinium","Ranunculaceae"
"34387","ncbi","Dentaria","Brassicaceae"
"34388","ncbi","Helianthus","Asteraceae"
"34389","ncbi","Ranunculus","Ranunculaceae"
"34390","ncbi","Silene","Caryophyllaceae"
"34391","ncbi","Solidago","Asteraceae"
"34392","ncbi","Agrimonia","Rosaceae"
"34393","ncbi","Amelanchier","Rosaceae"
"34394","ncbi","Anemonella","Ranunculaceae"
"34395","ncbi","Anethum","Apiaceae"
"34396","ncbi","Apocynum","Apocynaceae"
"34397","ncbi","Arisaema","Araceae"
"34398","ncbi","Aruncus","Rosaceae"
"34399","ncbi","Ascerates","Apocynaceae"
"34400","ncbi","Asclepias","Apocynaceae"
"34401","ncbi","Asclepias","Apocynaceae"
"34402","ncbi","Asiminia","Annonaceae"
"34403","ncbi","Aster","Asteraceae"
"34404","ncbi","Astragalus","Fabaceae"
"34405","ncbi","Orchis","Orchidaceae"
"34406","ncbi","Stellaria","Caryophyllaceae"
"34407","ncbi","Aesculus","Sapindaceae"
"34408","ncbi","Amelanchier","Rosaceae"
"34409","ncbi","Antennaria","Asteraceae"
"34410","ncbi","Apios","Fabaceae"
"34411","ncbi","Arctium","Asteraceae"
"34412","ncbi","Arisaema","Araceae"
"34413","ncbi","Ascerates","Apocynaceae"
"34414","ncbi","Cirsium","Asteraceae"
"34415","ncbi","Cornus","Cornaceae"
"34416","ncbi","Helianthus","Asteraceae"
"34417","ncbi","Hydrophyllum","Hydrophyllaceae"
"34418","ncbi","Hypoxis","Hypoxidaceae"
"34419","ncbi","Iris","Iridaceae"
"34420","ncbi","Iris","Iridaceae"
"34421","ncbi","Lobelia","Campanulaceae"
"34422","ncbi","Helianthus","Asteraceae"
"34423","ncbi","Linaria","Plantaginaceae"
"34424","ncbi","Lippia","Verbenaceae"
"34425","ncbi","Lobelia","Campanulaceae"
"34426","ncbi","Melanthium","Melanthiaceae"
"34427","ncbi","Polygonum","Polygonaceae"
"34428","ncbi","Polygonum","Polygonaceae"
"34429","ncbi","Rhus","Anacardiaceae"
"34430","ncbi","Rosa","Rosaceae"
"34431","ncbi","Rudbeckia","Asteraceae"
"34432","ncbi","Sanguinaria","Papaveraceae"
"34433","ncbi","Thaspium","Apiaceae"
"34434","ncbi","Verbena","Verbenaceae"
"34435","ncbi","Viola","Violaceae"
"34436","ncbi","Zizia","Apiaceae"
"34437","ncbi","Arctium","Asteraceae"
"34438","ncbi","Aster","Asteraceae"
"34439","ncbi","Aster","Asteraceae"
"34440","ncbi","Aster","Asteraceae"
"34441","ncbi","Bidens","Asteraceae"
"34442","ncbi","Castilleja","Orobanchaceae"
"34443","ncbi","Cypripedium","Orchidaceae"
"34444","ncbi","Desmodium","Fabaceae"
"34445","ncbi","Euphorbia","Euphorbiaceae"
"34446","ncbi","Helianthus","Asteraceae"
"34447","ncbi","Helianthus","Asteraceae"
"34448","ncbi","Lippia","Verbenaceae"
"34449","ncbi","Polygonum","Polygonaceae"
"34450","ncbi","Robinia","Fabaceae"
"34451","ncbi","Ruellia","Acanthaceae"
"34452","ncbi","Anethum","Apiaceae"
"34453","ncbi","Apocynum","Apocynaceae"
"34454","ncbi","Comandra","Comandraceae"
"34455","ncbi","Coreopsis","Asteraceae"
"34456","ncbi","Eulophus","Eulophidae"
"34457","ncbi","Eupatorium","Asteraceae"
"34458","ncbi","Gentiana","Gentianaceae"
"34459","ncbi","Geranium","Geraniaceae"
"34460","ncbi","Helianthus","Asteraceae"
"34461","ncbi","Lepidium","Brassicaceae"
"34462","ncbi","Lobelia","Campanulaceae"
"34463","ncbi","Oxalis","Oxalidaceae"
"34464","ncbi","Parthenium","Asteraceae"
"34465","ncbi","Sanicula","Apiaceae"
"34466","ncbi","Solidago","Asteraceae"
"34467","ncbi","Fragaria","Rosaceae"
"34468","ncbi","Fraxinus","Oleaceae"
"34469","ncbi","Gnaphalium","Asteraceae"
"34470","ncbi","Linaria","Plantaginaceae"
"34471","ncbi","Liparis","Orchidaceae"
"34472","ncbi","Ludvigia","Onagraceae"
"34473","ncbi","Ludvigia","Onagraceae"
"34474","ncbi","Orchis","Orchidaceae"
"34475","ncbi","Oxalis","Oxalidaceae"
"34476","ncbi","Polygonum","Polygonaceae"
"34477","ncbi","Robinia","Fabaceae"
"34478","ncbi","Ruellia","Acanthaceae"
"34479","ncbi","Silphium","Asteraceae"
"34480","ncbi","Silphium","Asteraceae"
"34481","ncbi","Rosa","Rosaceae"
"34482","ncbi","Rosa","Rosaceae"
"34483","ncbi","Rubus","Rosaceae"
"34484","ncbi","Rudbeckia","Asteraceae"
"34485","ncbi","Rudbeckia","Asteraceae"
"34486","ncbi","Samolus","Primulaceae"
"34487","ncbi","Sanicula","Apiaceae"
"34488","ncbi","Silphium","Asteraceae"
"34489","ncbi","Solanum","Solanaceae"
"34490","ncbi","Taenidia","Apiaceae"
"34491","ncbi","Taraxacum","Asteraceae"
"34492","ncbi","Trifolium","Fabaceae"
"34493","ncbi","Trillium","Melanthiaceae"
"34494","ncbi","Viola","Violaceae"
"34495","ncbi","Apocynum","Apocynaceae"
"34496","ncbi","Asclepias","Apocynaceae"
"34497","ncbi","Aster","Asteraceae"
"34498","ncbi","Cornus","Cornaceae"
"34499","ncbi","Heuchera","Saxifragaceae"
"34500","ncbi","Lespedeza","Fabaceae"
"34501","ncbi","Lobelia","Campanulaceae"
"34502","ncbi","Lobelia","Campanulaceae"
"34503","ncbi","Polygonatum","Asparagaceae"
"34504","ncbi","Rhus","Anacardiaceae"
"34505","ncbi","Stylosanthes","Fabaceae"
"34506","ncbi","Symphoricarpos","Caprifoliaceae"
"34507","ncbi","Trifolium","Fabaceae"
"34508","ncbi","Vitis","Vitaceae"
"34509","ncbi","Rubus","Rosaceae"
"34510","ncbi","Sagittaria","Alismataceae"
"34511","ncbi","Samolus","Primulaceae"
"34512","ncbi","Sanguinaria","Papaveraceae"
"34513","ncbi","Scutellaria","Lamiaceae"
"34514","ncbi","Silphium","Asteraceae"
"34515","ncbi","Sisyrinchium","Iridaceae"
"34516","ncbi","Smilacina","Asparagaceae"
"34517","ncbi","Solidago","Asteraceae"
"34518","ncbi","Solidago","Asteraceae"
"34519","ncbi","Specularia","Campanulaceae"
"34520","ncbi","Stachys","Lamiaceae"
"34521","ncbi","Trifolium","Fabaceae"
"34522","ncbi","Verbena","Verbenaceae"
