"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"10964","Pieridae.E - Muscidae.A",-0.724530844065833,-1.38033102396817,-0.150357169453021,0.95,"mode","hdi","Pieridae.E","Muscidae.A"
"10965","Sarcophagidae.A - Muscidae.A",-0.4635738956795,-0.798420515522335,-0.0925490579254493,0.95,"mode","hdi","Sarcophagidae.A","Muscidae.A"
"10966","Sarcophagidae.B - Muscidae.A",-0.302662363920275,-0.897621669265587,0.210106218153444,0.95,"mode","hdi","Sarcophagidae.B","Muscidae.A"
"10967","Sarcophagidae.C - Muscidae.A",-1.15789580932288,-1.67677700951499,-0.651016174891128,0.95,"mode","hdi","Sarcophagidae.C","Muscidae.A"
"10968","Sarcophagidae.D - Muscidae.A",-1.09829794988034,-2.11557964725573,-0.256796044322039,0.95,"mode","hdi","Sarcophagidae.D","Muscidae.A"
"10969","Sarcophagidae.E - Muscidae.A",-0.543560690852911,-2.51536294159317,0.849836963351617,0.95,"mode","hdi","Sarcophagidae.E","Muscidae.A"
"10970","Sphecidae.A - Muscidae.A",-0.811174395120884,-1.55624580512964,-0.113518828723522,0.95,"mode","hdi","Sphecidae.A","Muscidae.A"
"10971","Sphecidae.B - Muscidae.A",-0.56211116280883,-1.51595546141706,0.175265224299073,0.95,"mode","hdi","Sphecidae.B","Muscidae.A"
"10972","Sphecidae.C - Muscidae.A",-1.2625367538337,-1.89396548484301,-0.755816421731662,0.95,"mode","hdi","Sphecidae.C","Muscidae.A"
"10973","Sphecidae.D - Muscidae.A",-1.48366610306517,-2.98013310366625,-0.336738801248356,0.95,"mode","hdi","Sphecidae.D","Muscidae.A"
"10974","Sphecidae.E - Muscidae.A",0.157826334905118,-1.79857914929585,1.50261289360068,0.95,"mode","hdi","Sphecidae.E","Muscidae.A"
"10975","Syrphidae.A - Muscidae.A",0.353441326109448,0.126407300612885,0.625755876222745,0.95,"mode","hdi","Syrphidae.A","Muscidae.A"
"10976","Syrphidae.B - Muscidae.A",-0.133732822576292,-0.643878838170815,0.400373552688104,0.95,"mode","hdi","Syrphidae.B","Muscidae.A"
"10977","Syrphidae.C - Muscidae.A",0.720262109667177,0.383796685168511,1.07459875431307,0.95,"mode","hdi","Syrphidae.C","Muscidae.A"
"10978","Syrphidae.D - Muscidae.A",1.60256650272508,1.16429343430246,1.99400332553013,0.95,"mode","hdi","Syrphidae.D","Muscidae.A"
"10979","Syrphidae.E - Muscidae.A",0.380071858764849,-0.152986226163312,0.891027120655282,0.95,"mode","hdi","Syrphidae.E","Muscidae.A"
"10980","Tachinidae.A - Muscidae.A",-0.456112957069543,-0.86595225270395,-0.0755171398865735,0.95,"mode","hdi","Tachinidae.A","Muscidae.A"
"10981","Tachinidae.B - Muscidae.A",-0.307452425441842,-0.86387723316317,0.276039790314667,0.95,"mode","hdi","Tachinidae.B","Muscidae.A"
"10982","Tachinidae.C - Muscidae.A",-0.53131316901039,-0.938406811814718,-0.10779501356758,0.95,"mode","hdi","Tachinidae.C","Muscidae.A"
"10983","Tachinidae.D - Muscidae.A",-0.801887373999641,-1.58872194423313,-0.161167895988597,0.95,"mode","hdi","Tachinidae.D","Muscidae.A"
"10984","Tachinidae.E - Muscidae.A",-0.702781727814138,-1.44502250498425,-0.0621116140186313,0.95,"mode","hdi","Tachinidae.E","Muscidae.A"
"10985","Vespidae.A - Muscidae.A",-0.247339945479667,-0.541706179440382,0.0314420772374735,0.95,"mode","hdi","Vespidae.A","Muscidae.A"
"10986","Vespidae.B - Muscidae.A",-0.512137183178714,-1.25123889392845,0.157907073967436,0.95,"mode","hdi","Vespidae.B","Muscidae.A"
"10987","Vespidae.C - Muscidae.A",-0.827024875643271,-1.27943068752962,-0.408773402174086,0.95,"mode","hdi","Vespidae.C","Muscidae.A"
"10988","Vespidae.D - Muscidae.A",-0.633621521362277,-1.75092607501566,0.297260246567608,0.95,"mode","hdi","Vespidae.D","Muscidae.A"
"10989","Vespidae.E - Muscidae.A",-0.581590309109034,-1.50887697116108,0.221801985740064,0.95,"mode","hdi","Vespidae.E","Muscidae.A"
"10990","Muscidae.C - Muscidae.B",0.124674316685646,-0.505123530689934,0.735320824046412,0.95,"mode","hdi","Muscidae.C","Muscidae.B"
"10991","Muscidae.D - Muscidae.B",0.512315225847321,-0.267813097106912,1.18934612866608,0.95,"mode","hdi","Muscidae.D","Muscidae.B"
"10992","Muscidae.E - Muscidae.B",1.56174183697389,0.914773457284125,2.22613659450182,0.95,"mode","hdi","Muscidae.E","Muscidae.B"
"10993","Noctuidae.A - Muscidae.B",-0.0549980687020288,-0.988657087550297,0.818634491352415,0.95,"mode","hdi","Noctuidae.A","Muscidae.B"
"10994","Noctuidae.B - Muscidae.B",0.141546455242077,-1.33819236903763,1.26551697197327,0.95,"mode","hdi","Noctuidae.B","Muscidae.B"
"10995","Noctuidae.C - Muscidae.B",-0.539023058219629,-1.22804375037643,0.11741763183644,0.95,"mode","hdi","Noctuidae.C","Muscidae.B"
"10996","Noctuidae.D - Muscidae.B",-0.433193465276827,-1.49089067316113,0.433656229425955,0.95,"mode","hdi","Noctuidae.D","Muscidae.B"
"10997","Noctuidae.E - Muscidae.B",0.262843553259113,-0.57484809179912,0.963341101771422,0.95,"mode","hdi","Noctuidae.E","Muscidae.B"
"10998","Nymphalidae.A - Muscidae.B",0.029208536957289,-0.602224658654109,0.717487750168983,0.95,"mode","hdi","Nymphalidae.A","Muscidae.B"
"10999","Nymphalidae.B - Muscidae.B",0.104927644239736,-0.990799273100115,0.936217160165907,0.95,"mode","hdi","Nymphalidae.B","Muscidae.B"
"11000","Nymphalidae.C - Muscidae.B",-0.301115696878626,-0.869813111560128,0.360738119646085,0.95,"mode","hdi","Nymphalidae.C","Muscidae.B"
"11001","Nymphalidae.D - Muscidae.B",0.0524562979587353,-0.683346143972124,0.866674218716672,0.95,"mode","hdi","Nymphalidae.D","Muscidae.B"
"11002","Nymphalidae.E - Muscidae.B",0.211614235973552,-0.575856820978481,0.906105299214924,0.95,"mode","hdi","Nymphalidae.E","Muscidae.B"
"11003","Pieridae.A - Muscidae.B",0.116803634680205,-0.773448168862461,0.910592909013357,0.95,"mode","hdi","Pieridae.A","Muscidae.B"
"11004","Pieridae.B - Muscidae.B",0.040607391298813,-0.710122563591064,0.664000061956295,0.95,"mode","hdi","Pieridae.B","Muscidae.B"
"11005","Pieridae.C - Muscidae.B",-0.39527370389182,-1.02105982803447,0.219065981693474,0.95,"mode","hdi","Pieridae.C","Muscidae.B"
"11006","Pieridae.D - Muscidae.B",-0.360935804436373,-1.2695948780588,0.441039728724983,0.95,"mode","hdi","Pieridae.D","Muscidae.B"
"11007","Pieridae.E - Muscidae.B",-0.0687909151304276,-0.875623960815559,0.6065984873307,0.95,"mode","hdi","Pieridae.E","Muscidae.B"
"11008","Sarcophagidae.A - Muscidae.B",0.129431423947241,-0.401372486392755,0.880484064719389,0.95,"mode","hdi","Sarcophagidae.A","Muscidae.B"
"11009","Sarcophagidae.B - Muscidae.B",0.267791964508378,-0.338374796182946,0.89615464501183,0.95,"mode","hdi","Sarcophagidae.B","Muscidae.B"
"11010","Sarcophagidae.C - Muscidae.B",-0.482036374849627,-1.14990602254785,0.191228785674261,0.95,"mode","hdi","Sarcophagidae.C","Muscidae.B"
"11011","Sarcophagidae.D - Muscidae.B",-0.4814088245646,-1.55965199307483,0.54892525079716,0.95,"mode","hdi","Sarcophagidae.D","Muscidae.B"
"11012","Sarcophagidae.E - Muscidae.B",0.0335298405068309,-1.96655649925855,1.45733431218025,0.95,"mode","hdi","Sarcophagidae.E","Muscidae.B"
"11013","Sphecidae.A - Muscidae.B",-0.0996641335308657,-1.00518432162422,0.785835667621718,0.95,"mode","hdi","Sphecidae.A","Muscidae.B"
"11014","Sphecidae.B - Muscidae.B",0.0657932477402348,-0.911379958752399,0.867620384586618,0.95,"mode","hdi","Sphecidae.B","Muscidae.B"
"11015","Sphecidae.C - Muscidae.B",-0.724981649171848,-1.36033043040946,0.0638731337394618,0.95,"mode","hdi","Sphecidae.C","Muscidae.B"
"11016","Sphecidae.D - Muscidae.B",-0.809202448066465,-2.4403807431459,0.368147697534422,0.95,"mode","hdi","Sphecidae.D","Muscidae.B"
"11017","Sphecidae.E - Muscidae.B",0.742462541238067,-1.22643848094069,2.16953182428971,0.95,"mode","hdi","Sphecidae.E","Muscidae.B"
"11018","Syrphidae.A - Muscidae.B",0.980003977042275,0.456449155125936,1.6142587044918,0.95,"mode","hdi","Syrphidae.A","Muscidae.B"
"11019","Syrphidae.B - Muscidae.B",0.52023921692453,-0.0571109513823833,1.11417466557588,0.95,"mode","hdi","Syrphidae.B","Muscidae.B"
"11020","Syrphidae.C - Muscidae.B",1.32832865283426,0.821381505570785,1.94951698803322,0.95,"mode","hdi","Syrphidae.C","Muscidae.B"
"11021","Syrphidae.D - Muscidae.B",2.20638477755402,1.59778487077562,2.83348088682786,0.95,"mode","hdi","Syrphidae.D","Muscidae.B"
"11022","Syrphidae.E - Muscidae.B",1.01624675031538,0.342479668186331,1.68565456937251,0.95,"mode","hdi","Syrphidae.E","Muscidae.B"
"11023","Tachinidae.A - Muscidae.B",0.134325945922132,-0.492527087924056,0.826226648995296,0.95,"mode","hdi","Tachinidae.A","Muscidae.B"
"11024","Tachinidae.B - Muscidae.B",0.367008771716994,-0.301865668919469,0.928545974627403,0.95,"mode","hdi","Tachinidae.B","Muscidae.B"
"11025","Tachinidae.C - Muscidae.B",0.0992356574979678,-0.541730976507611,0.682983165141294,0.95,"mode","hdi","Tachinidae.C","Muscidae.B"
"11026","Tachinidae.D - Muscidae.B",-0.155973752689371,-1.01189940148631,0.655568350612872,0.95,"mode","hdi","Tachinidae.D","Muscidae.B"
"11027","Tachinidae.E - Muscidae.B",-0.0602767715068455,-0.947948517359948,0.680229235296018,0.95,"mode","hdi","Tachinidae.E","Muscidae.B"
"11028","Vespidae.A - Muscidae.B",0.334607735508936,-0.177618878699943,1.02050321354618,0.95,"mode","hdi","Vespidae.A","Muscidae.B"
"11029","Vespidae.B - Muscidae.B",0.110493043845064,-0.646825931633176,0.884183030423418,0.95,"mode","hdi","Vespidae.B","Muscidae.B"
"11030","Vespidae.C - Muscidae.B",-0.199914969483055,-0.833041439398647,0.397576391909966,0.95,"mode","hdi","Vespidae.C","Muscidae.B"
"11031","Vespidae.D - Muscidae.B",-0.0840924523362143,-1.19556775006385,1.08669089871795,0.95,"mode","hdi","Vespidae.D","Muscidae.B"
"11032","Vespidae.E - Muscidae.B",0.0322724577433342,-0.961087449157857,1.00028176456049,0.95,"mode","hdi","Vespidae.E","Muscidae.B"
"11033","Muscidae.D - Muscidae.C",0.337804538237531,-0.294611362161633,0.91682983940298,0.95,"mode","hdi","Muscidae.D","Muscidae.C"
"11034","Muscidae.E - Muscidae.C",1.47236807778607,0.894608878583601,1.91446648602658,0.95,"mode","hdi","Muscidae.E","Muscidae.C"
"11035","Noctuidae.A - Muscidae.C",-0.150085509589963,-0.949941104059354,0.643936415717635,0.95,"mode","hdi","Noctuidae.A","Muscidae.C"
"11036","Noctuidae.B - Muscidae.C",0.0291087971705011,-1.49313288757118,1.0453400521211,0.95,"mode","hdi","Noctuidae.B","Muscidae.C"
"11037","Noctuidae.C - Muscidae.C",-0.685898847291084,-1.2043415603219,-0.16000540900745,0.95,"mode","hdi","Noctuidae.C","Muscidae.C"
"11038","Noctuidae.D - Muscidae.C",-0.518559464857817,-1.52019689560147,0.180191197699211,0.95,"mode","hdi","Noctuidae.D","Muscidae.C"
"11039","Noctuidae.E - Muscidae.C",0.0871629171163286,-0.610928569923773,0.704023202621701,0.95,"mode","hdi","Noctuidae.E","Muscidae.C"
"11040","Nymphalidae.A - Muscidae.C",-0.0740779245126901,-0.587202583621236,0.455262036130386,0.95,"mode","hdi","Nymphalidae.A","Muscidae.C"
"11041","Nymphalidae.B - Muscidae.C",0.0592046319047088,-1.13861538353634,0.744690115823615,0.95,"mode","hdi","Nymphalidae.B","Muscidae.C"
"11042","Nymphalidae.C - Muscidae.C",-0.368804559817051,-0.78837710370774,0.0509843887924668,0.95,"mode","hdi","Nymphalidae.C","Muscidae.C"
"11043","Nymphalidae.D - Muscidae.C",-0.0119178327367961,-0.691827871517791,0.64413377842703,0.95,"mode","hdi","Nymphalidae.D","Muscidae.C"
"11044","Nymphalidae.E - Muscidae.C",0.0332004940840724,-0.626024692248834,0.625798748756338,0.95,"mode","hdi","Nymphalidae.E","Muscidae.C"
"11045","Pieridae.A - Muscidae.C",-0.0548234359798112,-0.752836071868529,0.681400119681679,0.95,"mode","hdi","Pieridae.A","Muscidae.C"
"11046","Pieridae.B - Muscidae.C",-0.0578996522768009,-0.744949559165633,0.521545158050383,0.95,"mode","hdi","Pieridae.B","Muscidae.C"
"11047","Pieridae.C - Muscidae.C",-0.552521387663992,-0.98624239589355,-0.0971036428715197,0.95,"mode","hdi","Pieridae.C","Muscidae.C"
"11048","Pieridae.D - Muscidae.C",-0.577876459946208,-1.2707381733636,0.167051016292233,0.95,"mode","hdi","Pieridae.D","Muscidae.C"
"11049","Pieridae.E - Muscidae.C",-0.191906521387321,-0.885196976516969,0.3770072098094,0.95,"mode","hdi","Pieridae.E","Muscidae.C"
"11050","Sarcophagidae.A - Muscidae.C",0.0769854620187043,-0.412583582740382,0.526942146386907,0.95,"mode","hdi","Sarcophagidae.A","Muscidae.C"
"11051","Sarcophagidae.B - Muscidae.C",0.182295096479687,-0.409287535039395,0.761651511709592,0.95,"mode","hdi","Sarcophagidae.B","Muscidae.C"
"11052","Sarcophagidae.C - Muscidae.C",-0.622247262923783,-1.12554099286718,-0.100869953567685,0.95,"mode","hdi","Sarcophagidae.C","Muscidae.C"
"11053","Sarcophagidae.D - Muscidae.C",-0.549010381375842,-1.61717642692645,0.268300687881516,0.95,"mode","hdi","Sarcophagidae.D","Muscidae.C"
"11054","Sarcophagidae.E - Muscidae.C",0.0290973690533489,-2.11492077926628,1.25261829168985,0.95,"mode","hdi","Sarcophagidae.E","Muscidae.C"
"11055","Sphecidae.A - Muscidae.C",-0.267817094109408,-1.03574150875306,0.51053754992664,0.95,"mode","hdi","Sphecidae.A","Muscidae.C"
"11056","Sphecidae.B - Muscidae.C",-0.0353805335058039,-1.01820420782816,0.699496162703386,0.95,"mode","hdi","Sphecidae.B","Muscidae.C"
"11057","Sphecidae.C - Muscidae.C",-0.753021351556336,-1.39242814413361,-0.270671978318342,0.95,"mode","hdi","Sphecidae.C","Muscidae.C"
"11058","Sphecidae.D - Muscidae.C",-0.972319375011144,-2.47304160037526,0.169688339194338,0.95,"mode","hdi","Sphecidae.D","Muscidae.C"
"11059","Sphecidae.E - Muscidae.C",0.604717289822532,-1.32309442655481,1.96014651770941,0.95,"mode","hdi","Sphecidae.E","Muscidae.C"
"11060","Syrphidae.A - Muscidae.C",0.879777538981908,0.474581676235886,1.28831158820589,0.95,"mode","hdi","Syrphidae.A","Muscidae.C"
"11061","Syrphidae.B - Muscidae.C",0.453687248052557,-0.146669728620302,0.954734890505636,0.95,"mode","hdi","Syrphidae.B","Muscidae.C"
"11062","Syrphidae.C - Muscidae.C",1.22634794040621,0.879347904203442,1.59630738022696,0.95,"mode","hdi","Syrphidae.C","Muscidae.C"
"11063","Syrphidae.D - Muscidae.C",2.05172048478634,1.64747608969362,2.53002701806991,0.95,"mode","hdi","Syrphidae.D","Muscidae.C"
"11064","Syrphidae.E - Muscidae.C",0.918484291056185,0.347075114002484,1.39916087113786,0.95,"mode","hdi","Syrphidae.E","Muscidae.C"
"11065","Tachinidae.A - Muscidae.C",0.0383629928358991,-0.445723351240042,0.579448071759554,0.95,"mode","hdi","Tachinidae.A","Muscidae.C"
"11066","Tachinidae.B - Muscidae.C",0.220862457613095,-0.416297563854518,0.775295981736066,0.95,"mode","hdi","Tachinidae.B","Muscidae.C"
"11067","Tachinidae.C - Muscidae.C",0.00892555824361008,-0.417285567690689,0.405798006499582,0.95,"mode","hdi","Tachinidae.C","Muscidae.C"
"11068","Tachinidae.D - Muscidae.C",-0.246856544054281,-1.08149395419331,0.374665871947066,0.95,"mode","hdi","Tachinidae.D","Muscidae.C"
"11069","Tachinidae.E - Muscidae.C",-0.169542227861611,-0.944276753669774,0.491138583020262,0.95,"mode","hdi","Tachinidae.E","Muscidae.C"
"11070","Vespidae.A - Muscidae.C",0.227102450419622,-0.149657259847575,0.691843517021137,0.95,"mode","hdi","Vespidae.A","Muscidae.C"
"11071","Vespidae.B - Muscidae.C",0.0671402615095402,-0.694085349055623,0.751119476779664,0.95,"mode","hdi","Vespidae.B","Muscidae.C"
"11072","Vespidae.C - Muscidae.C",-0.332720690447386,-0.753347564096376,0.114858072726506,0.95,"mode","hdi","Vespidae.C","Muscidae.C"
"11073","Vespidae.D - Muscidae.C",-0.101125144325025,-1.25813334543906,0.807248723549549,0.95,"mode","hdi","Vespidae.D","Muscidae.C"
"11074","Vespidae.E - Muscidae.C",-0.0329237032060461,-0.955259369801212,0.798468493095237,0.95,"mode","hdi","Vespidae.E","Muscidae.C"
"11075","Muscidae.E - Muscidae.D",1.09278312565459,0.470272401044953,1.77695065037086,0.95,"mode","hdi","Muscidae.E","Muscidae.D"
"11076","Noctuidae.A - Muscidae.D",-0.40724094794142,-1.3842668099975,0.410404941795273,0.95,"mode","hdi","Noctuidae.A","Muscidae.D"
"11077","Noctuidae.B - Muscidae.D",-0.271782392105349,-1.80671687445259,0.828179661793435,0.95,"mode","hdi","Noctuidae.B","Muscidae.D"
"11078","Noctuidae.C - Muscidae.D",-0.985366860464605,-1.61958564232987,-0.322845030261425,0.95,"mode","hdi","Noctuidae.C","Muscidae.D"
"11079","Noctuidae.D - Muscidae.D",-0.949312194251278,-1.87984285584914,-0.0471612120444025,0.95,"mode","hdi","Noctuidae.D","Muscidae.D"
"11080","Noctuidae.E - Muscidae.D",-0.265287832502103,-1.01725412816925,0.502041915270165,0.95,"mode","hdi","Noctuidae.E","Muscidae.D"
"11081","Nymphalidae.A - Muscidae.D",-0.40055834795002,-1.03074481072508,0.248322474089738,0.95,"mode","hdi","Nymphalidae.A","Muscidae.D"
"11082","Nymphalidae.B - Muscidae.D",-0.381410326931173,-1.49657483414235,0.564110677316393,0.95,"mode","hdi","Nymphalidae.B","Muscidae.D"
"11083","Nymphalidae.C - Muscidae.D",-0.701677296801653,-1.27979207268266,-0.100151961364107,0.95,"mode","hdi","Nymphalidae.C","Muscidae.D"
"11084","Nymphalidae.D - Muscidae.D",-0.403687523379574,-1.11520331996838,0.356158497695607,0.95,"mode","hdi","Nymphalidae.D","Muscidae.D"
"11085","Nymphalidae.E - Muscidae.D",-0.271369886970869,-1.03761539877132,0.431646329820938,0.95,"mode","hdi","Nymphalidae.E","Muscidae.D"
"11086","Pieridae.A - Muscidae.D",-0.327095219818148,-1.22255845207073,0.428970913536776,0.95,"mode","hdi","Pieridae.A","Muscidae.D"
"11087","Pieridae.B - Muscidae.D",-0.4337872408244,-1.17763655819657,0.320576815761048,0.95,"mode","hdi","Pieridae.B","Muscidae.D"
"11088","Pieridae.C - Muscidae.D",-0.877910742286086,-1.45639769919215,-0.261927545068681,0.95,"mode","hdi","Pieridae.C","Muscidae.D"
"11089","Pieridae.D - Muscidae.D",-0.865363390879127,-1.67908523102605,-0.0479469025440147,0.95,"mode","hdi","Pieridae.D","Muscidae.D"
"11090","Pieridae.E - Muscidae.D",-0.597751743491532,-1.34121540619212,0.152464918671622,0.95,"mode","hdi","Pieridae.E","Muscidae.D"
"11091","Sarcophagidae.A - Muscidae.D",-0.304012727032354,-0.883474266218842,0.351443683110916,0.95,"mode","hdi","Sarcophagidae.A","Muscidae.D"
"11092","Sarcophagidae.B - Muscidae.D",-0.0993274972381086,-0.836515558757498,0.563177378625389,0.95,"mode","hdi","Sarcophagidae.B","Muscidae.D"
"11093","Sarcophagidae.C - Muscidae.D",-0.914585055092201,-1.61388593460491,-0.319723425742444,0.95,"mode","hdi","Sarcophagidae.C","Muscidae.D"
"11094","Sarcophagidae.D - Muscidae.D",-0.874691490148592,-1.97597147791965,0.0455573218536918,0.95,"mode","hdi","Sarcophagidae.D","Muscidae.D"
"11095","Sarcophagidae.E - Muscidae.D",-0.284857967307265,-2.43798522601101,1.07160733860833,0.95,"mode","hdi","Sarcophagidae.E","Muscidae.D"
"11096","Sphecidae.A - Muscidae.D",-0.589926982838284,-1.46631270289206,0.278932981538786,0.95,"mode","hdi","Sphecidae.A","Muscidae.D"
"11097","Sphecidae.B - Muscidae.D",-0.362790802479078,-1.422253445531,0.478875211855124,0.95,"mode","hdi","Sphecidae.B","Muscidae.D"
"11098","Sphecidae.C - Muscidae.D",-1.11329379498436,-1.84834925899309,-0.451146471500303,0.95,"mode","hdi","Sphecidae.C","Muscidae.D"
"11099","Sphecidae.D - Muscidae.D",-1.18131034116693,-2.82778405445412,-0.127529547394406,0.95,"mode","hdi","Sphecidae.D","Muscidae.D"
"11100","Sphecidae.E - Muscidae.D",0.369371082688128,-1.67730378854262,1.73430366019257,0.95,"mode","hdi","Sphecidae.E","Muscidae.D"
"11101","Syrphidae.A - Muscidae.D",0.541448855917943,0.0236960481806729,1.14639446188309,0.95,"mode","hdi","Syrphidae.A","Muscidae.D"
"11102","Syrphidae.B - Muscidae.D",0.0649929187927227,-0.60674311564688,0.757759462533325,0.95,"mode","hdi","Syrphidae.B","Muscidae.D"
"11103","Syrphidae.C - Muscidae.D",0.924467269336157,0.371613193861649,1.46092159515349,0.95,"mode","hdi","Syrphidae.C","Muscidae.D"
"11104","Syrphidae.D - Muscidae.D",1.71237772263099,1.25027603864206,2.32256180545159,0.95,"mode","hdi","Syrphidae.D","Muscidae.D"
"11105","Syrphidae.E - Muscidae.D",0.555425025491252,-0.112264549232514,1.22559592062735,0.95,"mode","hdi","Syrphidae.E","Muscidae.D"
"11106","Tachinidae.A - Muscidae.D",-0.293706186829312,-0.919829052738189,0.357573791891976,0.95,"mode","hdi","Tachinidae.A","Muscidae.D"
"11107","Tachinidae.B - Muscidae.D",-0.106615945379696,-0.817678941831368,0.627424352458882,0.95,"mode","hdi","Tachinidae.B","Muscidae.D"
"11108","Tachinidae.C - Muscidae.D",-0.371726100057812,-0.898558610873536,0.255024819390183,0.95,"mode","hdi","Tachinidae.C","Muscidae.D"
"11109","Tachinidae.D - Muscidae.D",-0.579645167662761,-1.48212646040463,0.0977566277685691,0.95,"mode","hdi","Tachinidae.D","Muscidae.D"
"11110","Tachinidae.E - Muscidae.D",-0.570233553711653,-1.36654736927325,0.258081541728695,0.95,"mode","hdi","Tachinidae.E","Muscidae.D"
"11111","Vespidae.A - Muscidae.D",-0.0836349753575412,-0.644519238955559,0.513515291915123,0.95,"mode","hdi","Vespidae.A","Muscidae.D"
"11112","Vespidae.B - Muscidae.D",-0.287697723757938,-1.17306004860338,0.475731747845806,0.95,"mode","hdi","Vespidae.B","Muscidae.D"
"11113","Vespidae.C - Muscidae.D",-0.66088866474006,-1.28486582130299,-0.0702198177907882,0.95,"mode","hdi","Vespidae.C","Muscidae.D"
"11114","Vespidae.D - Muscidae.D",-0.370324653605879,-1.62267280744972,0.545453213349392,0.95,"mode","hdi","Vespidae.D","Muscidae.D"
"11115","Vespidae.E - Muscidae.D",-0.382504207663583,-1.43047336186739,0.487226508312581,0.95,"mode","hdi","Vespidae.E","Muscidae.D"
"11116","Noctuidae.A - Muscidae.E",-1.55045827907253,-2.44721751703305,-0.755514097321705,0.95,"mode","hdi","Noctuidae.A","Muscidae.E"
"11117","Noctuidae.B - Muscidae.E",-1.49379977934774,-2.87947003731582,-0.335675744585853,0.95,"mode","hdi","Noctuidae.B","Muscidae.E"
"11118","Noctuidae.C - Muscidae.E",-2.04626741876742,-2.66582864511346,-1.52419804580856,0.95,"mode","hdi","Noctuidae.C","Muscidae.E"
"11119","Noctuidae.D - Muscidae.E",-1.89587476947823,-3.02388651290783,-1.22094733741615,0.95,"mode","hdi","Noctuidae.D","Muscidae.E"
"11120","Noctuidae.E - Muscidae.E",-1.38554064372416,-2.02899979502264,-0.730398743864589,0.95,"mode","hdi","Noctuidae.E","Muscidae.E"
"11121","Nymphalidae.A - Muscidae.E",-1.4449426633312,-2.06183962839712,-0.922275164566785,0.95,"mode","hdi","Nymphalidae.A","Muscidae.E"
"11122","Nymphalidae.B - Muscidae.E",-1.42372224346802,-2.56960940002015,-0.651073392160931,0.95,"mode","hdi","Nymphalidae.B","Muscidae.E"
"11123","Nymphalidae.C - Muscidae.E",-1.84648807806097,-2.29233809988967,-1.28828861195668,0.95,"mode","hdi","Nymphalidae.C","Muscidae.E"
"11124","Nymphalidae.D - Muscidae.E",-1.51165810420175,-2.20302244816721,-0.788626231632861,0.95,"mode","hdi","Nymphalidae.D","Muscidae.E"
"11125","Nymphalidae.E - Muscidae.E",-1.38529079489032,-2.02594617355899,-0.798397256236338,0.95,"mode","hdi","Nymphalidae.E","Muscidae.E"
"11126","Pieridae.A - Muscidae.E",-1.50382836593154,-2.23953344756287,-0.711095866862862,0.95,"mode","hdi","Pieridae.A","Muscidae.E"
"11127","Pieridae.B - Muscidae.E",-1.58046437098596,-2.21465916762999,-0.885479949597136,0.95,"mode","hdi","Pieridae.B","Muscidae.E"
"11128","Pieridae.C - Muscidae.E",-1.94806518689441,-2.48705548288796,-1.45863199683365,0.95,"mode","hdi","Pieridae.C","Muscidae.E"
"11129","Pieridae.D - Muscidae.E",-1.94836116768019,-2.76067195007767,-1.2052314377633,0.95,"mode","hdi","Pieridae.D","Muscidae.E"
"11130","Pieridae.E - Muscidae.E",-1.64814160445804,-2.29673065783568,-1.04206818461442,0.95,"mode","hdi","Pieridae.E","Muscidae.E"
"11131","Sarcophagidae.A - Muscidae.E",-1.33153410800659,-1.87799871953515,-0.82438501074684,0.95,"mode","hdi","Sarcophagidae.A","Muscidae.E"
"11132","Sarcophagidae.B - Muscidae.E",-1.26458463896381,-1.86718046389493,-0.642018888009509,0.95,"mode","hdi","Sarcophagidae.B","Muscidae.E"
"11133","Sarcophagidae.C - Muscidae.E",-1.99458888579367,-2.68510925226268,-1.50436184567484,0.95,"mode","hdi","Sarcophagidae.C","Muscidae.E"
"11134","Sarcophagidae.D - Muscidae.E",-1.98263421738394,-3.10325431254424,-1.1527832217965,0.95,"mode","hdi","Sarcophagidae.D","Muscidae.E"
"11135","Sarcophagidae.E - Muscidae.E",-1.46169022024582,-3.46679253162195,-0.108576289990569,0.95,"mode","hdi","Sarcophagidae.E","Muscidae.E"
"11136","Sphecidae.A - Muscidae.E",-1.70786325057323,-2.49769560684044,-0.8690371681745,0.95,"mode","hdi","Sphecidae.A","Muscidae.E"
"11137","Sphecidae.B - Muscidae.E",-1.52890856235728,-2.44771792800047,-0.683668438829951,0.95,"mode","hdi","Sphecidae.B","Muscidae.E"
"11138","Sphecidae.C - Muscidae.E",-2.19291943331493,-2.85464907286283,-1.62260128092551,0.95,"mode","hdi","Sphecidae.C","Muscidae.E"
"11139","Sphecidae.D - Muscidae.E",-2.44818603850545,-3.93345784926387,-1.24592327478242,0.95,"mode","hdi","Sphecidae.D","Muscidae.E"
"11140","Sphecidae.E - Muscidae.E",-0.872815151331228,-2.75605314378329,0.492119602910762,0.95,"mode","hdi","Sphecidae.E","Muscidae.E"
"11141","Syrphidae.A - Muscidae.E",-0.575649710611875,-1.01739351990958,-0.0889022853518684,0.95,"mode","hdi","Syrphidae.A","Muscidae.E"
"11142","Syrphidae.B - Muscidae.E",-1.0468858770845,-1.59181107046757,-0.436714712407558,0.95,"mode","hdi","Syrphidae.B","Muscidae.E"
"11143","Syrphidae.C - Muscidae.E",-0.206038069215459,-0.649588974158984,0.227371944279298,0.95,"mode","hdi","Syrphidae.C","Muscidae.E"
