"","intera",".value",".lower",".upper",".width",".point",".interval","group1","group2"
"1","Andrenidae.B - Andrenidae.A",-0.0195517213354277,-0.61249345706003,0.63242847337656,0.95,"mode","hdi","Andrenidae.B","Andrenidae.A"
"2","Andrenidae.C - Andrenidae.A",-0.070387636516106,-0.507885544694955,0.369024676058014,0.95,"mode","hdi","Andrenidae.C","Andrenidae.A"
"3","Andrenidae.D - Andrenidae.A",-0.0212737330176973,-0.570241536663514,0.497714177374572,0.95,"mode","hdi","Andrenidae.D","Andrenidae.A"
"4","Andrenidae.E - Andrenidae.A",-0.085441528611746,-0.710540520835005,0.548880484193863,0.95,"mode","hdi","Andrenidae.E","Andrenidae.A"
"5","Anthomyiidae.A - Andrenidae.A",-0.198303677774977,-1.58189134048242,0.883693072697747,0.95,"mode","hdi","Anthomyiidae.A","Andrenidae.A"
"6","Anthomyiidae.B - Andrenidae.A",-0.503841229610291,-2.19543084274321,0.446558224682609,0.95,"mode","hdi","Anthomyiidae.B","Andrenidae.A"
"7","Anthomyiidae.C - Andrenidae.A",-0.268635097806575,-0.854320181712823,0.239532219593721,0.95,"mode","hdi","Anthomyiidae.C","Andrenidae.A"
"8","Anthomyiidae.D - Andrenidae.A",-0.381691459697159,-1.24267278075188,0.446479003127937,0.95,"mode","hdi","Anthomyiidae.D","Andrenidae.A"
"9","Anthomyiidae.E - Andrenidae.A",0.0742638949922929,-0.737803355341517,0.778494219196732,0.95,"mode","hdi","Anthomyiidae.E","Andrenidae.A"
"10","Apidae.A - Andrenidae.A",1.39862420905645,1.05121179082365,1.75132749531855,0.95,"mode","hdi","Apidae.A","Andrenidae.A"
"11","Apidae.B - Andrenidae.A",0.927594875353275,0.323707733091001,1.39779834570689,0.95,"mode","hdi","Apidae.B","Andrenidae.A"
"12","Apidae.C - Andrenidae.A",1.08096025644447,0.666802855488028,1.49368370552674,0.95,"mode","hdi","Apidae.C","Andrenidae.A"
"13","Apidae.D - Andrenidae.A",1.1512970597519,0.641324579995774,1.67166975587968,0.95,"mode","hdi","Apidae.D","Andrenidae.A"
"14","Apidae.E - Andrenidae.A",0.146630965838654,-0.467430320759334,0.743716175454554,0.95,"mode","hdi","Apidae.E","Andrenidae.A"
"15","Bombyliidae.A - Andrenidae.A",0.444596081261719,-0.104901906535624,0.795397572838377,0.95,"mode","hdi","Bombyliidae.A","Andrenidae.A"
"16","Bombyliidae.B - Andrenidae.A",0.143849059612247,-0.494777315209598,0.667266666009053,0.95,"mode","hdi","Bombyliidae.B","Andrenidae.A"
"17","Bombyliidae.C - Andrenidae.A",-0.311538292294259,-0.815298205318804,0.191277056254446,0.95,"mode","hdi","Bombyliidae.C","Andrenidae.A"
"18","Bombyliidae.D - Andrenidae.A",-0.335394446403826,-1.24456732377199,0.400425313290904,0.95,"mode","hdi","Bombyliidae.D","Andrenidae.A"
"19","Bombyliidae.E - Andrenidae.A",0.560973445192431,-0.159644059221851,1.28628866475248,0.95,"mode","hdi","Bombyliidae.E","Andrenidae.A"
"20","Braconidae.A - Andrenidae.A",-0.35735490392847,-1.18348319530255,0.239660318173657,0.95,"mode","hdi","Braconidae.A","Andrenidae.A"
"21","Braconidae.B - Andrenidae.A",-0.550729858896794,-1.76858890256595,0.259742833989664,0.95,"mode","hdi","Braconidae.B","Andrenidae.A"
"22","Braconidae.C - Andrenidae.A",-0.651070222327979,-1.44871170980301,0.0378739132252468,0.95,"mode","hdi","Braconidae.C","Andrenidae.A"
"23","Braconidae.D - Andrenidae.A",-0.825066852407685,-2.97385103239506,0.527677399975497,0.95,"mode","hdi","Braconidae.D","Andrenidae.A"
"24","Braconidae.E - Andrenidae.A",-0.864030212294564,-2.16875750645314,0.173437599719681,0.95,"mode","hdi","Braconidae.E","Andrenidae.A"
"25","Calliphoridae.A - Andrenidae.A",0.345431863074872,-0.0115532881035003,0.730934704483577,0.95,"mode","hdi","Calliphoridae.A","Andrenidae.A"
"26","Calliphoridae.B - Andrenidae.A",0.0560009938254249,-0.597706873143653,0.616176589490302,0.95,"mode","hdi","Calliphoridae.B","Andrenidae.A"
"27","Calliphoridae.C - Andrenidae.A",-0.267533909249779,-0.780625866117727,0.207793058357574,0.95,"mode","hdi","Calliphoridae.C","Andrenidae.A"
"28","Calliphoridae.D - Andrenidae.A",-0.42557090715094,-1.25864369536175,0.332187654196261,0.95,"mode","hdi","Calliphoridae.D","Andrenidae.A"
"29","Calliphoridae.E - Andrenidae.A",-0.358339837824926,-1.16662717266282,0.350900150501221,0.95,"mode","hdi","Calliphoridae.E","Andrenidae.A"
"30","Cantharidae.A - Andrenidae.A",-0.713318703475232,-2.08920658789918,0.371764046815997,0.95,"mode","hdi","Cantharidae.A","Andrenidae.A"
"31","Cantharidae.B - Andrenidae.A",-0.462865807924461,-2.13430549212797,0.531751485636787,0.95,"mode","hdi","Cantharidae.B","Andrenidae.A"
"32","Cantharidae.C - Andrenidae.A",-0.8811226304353,-1.40722021239283,-0.288191536631856,0.95,"mode","hdi","Cantharidae.C","Andrenidae.A"
"33","Cantharidae.D - Andrenidae.A",-0.885804046260395,-2.52615004803648,0.22920577134324,0.95,"mode","hdi","Cantharidae.D","Andrenidae.A"
"34","Cantharidae.E - Andrenidae.A",-0.463112232461292,-2.84334411371364,0.840035366628223,0.95,"mode","hdi","Cantharidae.E","Andrenidae.A"
"35","Chironomidae.A - Andrenidae.A",-0.475271490068997,-1.81554474996712,0.653740199484664,0.95,"mode","hdi","Chironomidae.A","Andrenidae.A"
"36","Chironomidae.B - Andrenidae.A",-0.42786602051964,-1.61588453814997,0.393934412572566,0.95,"mode","hdi","Chironomidae.B","Andrenidae.A"
"37","Chironomidae.C - Andrenidae.A",-1.3079143290177,-3.06213128840792,-0.242763658090578,0.95,"mode","hdi","Chironomidae.C","Andrenidae.A"
"38","Chironomidae.D - Andrenidae.A",-0.422681018687149,-2.62273086345167,0.883293236021433,0.95,"mode","hdi","Chironomidae.D","Andrenidae.A"
"39","Chironomidae.E - Andrenidae.A",1.11033496880527,0.437603861136835,1.69978647969352,0.95,"mode","hdi","Chironomidae.E","Andrenidae.A"
"40","Coccinellidae.A - Andrenidae.A",-0.487700851253568,-1.78381909615445,0.42485931555392,0.95,"mode","hdi","Coccinellidae.A","Andrenidae.A"
"41","Coccinellidae.B - Andrenidae.A",-0.78895717528812,-1.71663278981623,0.00224319371888981,0.95,"mode","hdi","Coccinellidae.B","Andrenidae.A"
"42","Coccinellidae.C - Andrenidae.A",-1.05277244794904,-1.7676810780822,-0.482539747957064,0.95,"mode","hdi","Coccinellidae.C","Andrenidae.A"
"43","Coccinellidae.D - Andrenidae.A",-1.11307055406348,-3.3417246316238,0.446403328319206,0.95,"mode","hdi","Coccinellidae.D","Andrenidae.A"
"44","Coccinellidae.E - Andrenidae.A",-0.576361276560552,-2.78848249300836,0.947804247791761,0.95,"mode","hdi","Coccinellidae.E","Andrenidae.A"
"45","Colletidae.A - Andrenidae.A",-0.462430773526861,-1.27207346092972,0.153231765608163,0.95,"mode","hdi","Colletidae.A","Andrenidae.A"
"46","Colletidae.B - Andrenidae.A",-0.143558059297115,-0.811127542026928,0.563372676783268,0.95,"mode","hdi","Colletidae.B","Andrenidae.A"
"47","Colletidae.C - Andrenidae.A",-0.134653202480018,-0.606409621314165,0.304835538998035,0.95,"mode","hdi","Colletidae.C","Andrenidae.A"
"48","Colletidae.D - Andrenidae.A",-0.535775193443305,-1.26779060585027,0.149592948049682,0.95,"mode","hdi","Colletidae.D","Andrenidae.A"
"49","Colletidae.E - Andrenidae.A",-0.138317837527261,-1.22721449990008,0.635208493496487,0.95,"mode","hdi","Colletidae.E","Andrenidae.A"
"50","Crabronidae.A - Andrenidae.A",-0.202903819126228,-0.916039182292372,0.409781463466659,0.95,"mode","hdi","Crabronidae.A","Andrenidae.A"
"51","Crabronidae.B - Andrenidae.A",-0.638190855906588,-1.96340057521357,0.303851484633327,0.95,"mode","hdi","Crabronidae.B","Andrenidae.A"
"52","Crabronidae.C - Andrenidae.A",-0.742378800221495,-1.32056253319852,-0.170015736459061,0.95,"mode","hdi","Crabronidae.C","Andrenidae.A"
"53","Crabronidae.D - Andrenidae.A",-0.650891634099897,-1.95487802578913,0.260642457461739,0.95,"mode","hdi","Crabronidae.D","Andrenidae.A"
"54","Crabronidae.E - Andrenidae.A",0.225315396306875,-1.34356157893657,1.0855995574581,0.95,"mode","hdi","Crabronidae.E","Andrenidae.A"
"55","Culicidae.A - Andrenidae.A",-0.923492188743269,-1.96940400527356,0.146114373280501,0.95,"mode","hdi","Culicidae.A","Andrenidae.A"
"56","Culicidae.B - Andrenidae.A",-0.881174669685135,-3.1408986382199,0.542045631694731,0.95,"mode","hdi","Culicidae.B","Andrenidae.A"
"57","Culicidae.C - Andrenidae.A",-1.18715696208268,-2.47610516697316,-0.384964396601351,0.95,"mode","hdi","Culicidae.C","Andrenidae.A"
"58","Culicidae.D - Andrenidae.A",0.0300875767158626,-2.24039063251166,1.26802617205607,0.95,"mode","hdi","Culicidae.D","Andrenidae.A"
"59","Culicidae.E - Andrenidae.A",0.00236121618344987,-0.894215337674717,0.8958164249459,0.95,"mode","hdi","Culicidae.E","Andrenidae.A"
"60","Curculionidae.A - Andrenidae.A",0.0370486566789773,-0.440974156437978,0.414600406565603,0.95,"mode","hdi","Curculionidae.A","Andrenidae.A"
"61","Curculionidae.B - Andrenidae.A",-0.479464874918873,-1.70766330832641,0.537028099233527,0.95,"mode","hdi","Curculionidae.B","Andrenidae.A"
"62","Curculionidae.C - Andrenidae.A",-0.754624341174338,-1.34456972730489,-0.218820067900561,0.95,"mode","hdi","Curculionidae.C","Andrenidae.A"
"63","Curculionidae.D - Andrenidae.A",-0.740535741454055,-2.35375202033915,0.304084457135976,0.95,"mode","hdi","Curculionidae.D","Andrenidae.A"
"64","Curculionidae.E - Andrenidae.A",-1.04445535831853,-2.96044658052312,0.392408178787127,0.95,"mode","hdi","Curculionidae.E","Andrenidae.A"
"65","Eulophidae.A - Andrenidae.A",-0.511577014811628,-1.99921699914107,0.692730047620232,0.95,"mode","hdi","Eulophidae.A","Andrenidae.A"
"66","Eulophidae.B - Andrenidae.A",-0.217489443984972,-0.978499725764226,0.469238865105948,0.95,"mode","hdi","Eulophidae.B","Andrenidae.A"
"67","Eulophidae.C - Andrenidae.A",-1.09876838859398,-3.43789739825356,0.256813707153313,0.95,"mode","hdi","Eulophidae.C","Andrenidae.A"
"68","Eulophidae.D - Andrenidae.A",-0.899732614287897,-3.11478925696702,0.547200570624854,0.95,"mode","hdi","Eulophidae.D","Andrenidae.A"
"69","Eulophidae.E - Andrenidae.A",-0.922901717675902,-3.20287103140788,0.401766858887994,0.95,"mode","hdi","Eulophidae.E","Andrenidae.A"
"70","Fanniidae.A - Andrenidae.A",-0.111289442039442,-0.687171174665092,0.338677208490606,0.95,"mode","hdi","Fanniidae.A","Andrenidae.A"
"71","Fanniidae.B - Andrenidae.A",-0.550558930043565,-2.63638181066689,0.87799789833242,0.95,"mode","hdi","Fanniidae.B","Andrenidae.A"
"72","Fanniidae.C - Andrenidae.A",-0.930271664160466,-1.86571971357319,-0.0594320101548442,0.95,"mode","hdi","Fanniidae.C","Andrenidae.A"
"73","Fanniidae.D - Andrenidae.A",-1.09657305653785,-2.10034756727642,-0.0850874036208484,0.95,"mode","hdi","Fanniidae.D","Andrenidae.A"
"74","Fanniidae.E - Andrenidae.A",-1.10200340160158,-3.05261211864027,0.414457900709297,0.95,"mode","hdi","Fanniidae.E","Andrenidae.A"
"75","Halictidae.A - Andrenidae.A",1.09728741342729,0.720457912496185,1.45147966069759,0.95,"mode","hdi","Halictidae.A","Andrenidae.A"
"76","Halictidae.B - Andrenidae.A",0.766451470449465,0.201850513254189,1.33369495231092,0.95,"mode","hdi","Halictidae.B","Andrenidae.A"
"77","Halictidae.C - Andrenidae.A",0.444610362057689,0.0176914504617884,0.879182212613961,0.95,"mode","hdi","Halictidae.C","Andrenidae.A"
"78","Halictidae.D - Andrenidae.A",0.371520884616084,-0.357377469217357,0.842869633652005,0.95,"mode","hdi","Halictidae.D","Andrenidae.A"
"79","Halictidae.E - Andrenidae.A",-0.018955526151371,-1.09033667283374,0.841661055696306,0.95,"mode","hdi","Halictidae.E","Andrenidae.A"
"80","Hesperiidae.A - Andrenidae.A",-0.126156041450215,-0.697654913585424,0.310515627719751,0.95,"mode","hdi","Hesperiidae.A","Andrenidae.A"
"81","Hesperiidae.B - Andrenidae.A",-0.280378048866852,-1.42605221938289,0.698653854810411,0.95,"mode","hdi","Hesperiidae.B","Andrenidae.A"
"82","Hesperiidae.C - Andrenidae.A",-0.788467296930088,-1.31609756160443,-0.267494344810284,0.95,"mode","hdi","Hesperiidae.C","Andrenidae.A"
"83","Hesperiidae.D - Andrenidae.A",-0.744208374231222,-1.55719274956023,-0.0386334545076945,0.95,"mode","hdi","Hesperiidae.D","Andrenidae.A"
"84","Hesperiidae.E - Andrenidae.A",-0.554326137177606,-1.84355373007863,0.324437715042307,0.95,"mode","hdi","Hesperiidae.E","Andrenidae.A"
"85","Hybotidae.A - Andrenidae.A",-0.832496317044892,-2.29275066132065,0.28305904669267,0.95,"mode","hdi","Hybotidae.A","Andrenidae.A"
"86","Hybotidae.B - Andrenidae.A",-0.502073594900303,-1.46883409481341,0.362876593490379,0.95,"mode","hdi","Hybotidae.B","Andrenidae.A"
"87","Hybotidae.C - Andrenidae.A",-1.32734267330864,-2.29900108473344,-0.430944553795626,0.95,"mode","hdi","Hybotidae.C","Andrenidae.A"
"88","Hybotidae.D - Andrenidae.A",-1.18743252788373,-3.3639759655103,0.346326634492605,0.95,"mode","hdi","Hybotidae.D","Andrenidae.A"
"89","Hybotidae.E - Andrenidae.A",-1.10368221136127,-3.46670866002583,0.347032964427641,0.95,"mode","hdi","Hybotidae.E","Andrenidae.A"
"90","Ichneumonidae.A - Andrenidae.A",-0.704471536404991,-1.59998415880359,0.134066902981385,0.95,"mode","hdi","Ichneumonidae.A","Andrenidae.A"
"91","Ichneumonidae.B - Andrenidae.A",-1.04903118021851,-2.55366804483626,0.157675945359159,0.95,"mode","hdi","Ichneumonidae.B","Andrenidae.A"
"92","Ichneumonidae.C - Andrenidae.A",-0.782514142231484,-1.32355249190039,-0.175427947229048,0.95,"mode","hdi","Ichneumonidae.C","Andrenidae.A"
"93","Ichneumonidae.D - Andrenidae.A",-0.819637544676711,-2.43202472325612,0.289686292440877,0.95,"mode","hdi","Ichneumonidae.D","Andrenidae.A"
"94","Ichneumonidae.E - Andrenidae.A",-0.0819063934329878,-0.965381135635555,0.576835262939542,0.95,"mode","hdi","Ichneumonidae.E","Andrenidae.A"
"95","Lycaenidae.A - Andrenidae.A",-0.142804971312486,-0.643541963890628,0.263285363135485,0.95,"mode","hdi","Lycaenidae.A","Andrenidae.A"
"96","Lycaenidae.B - Andrenidae.A",-0.0646621748597487,-1.05942365469348,0.945005549190711,0.95,"mode","hdi","Lycaenidae.B","Andrenidae.A"
"97","Lycaenidae.C - Andrenidae.A",-0.604255728637467,-1.10580923572515,-0.132361859598381,0.95,"mode","hdi","Lycaenidae.C","Andrenidae.A"
"98","Lycaenidae.D - Andrenidae.A",-0.541320247632227,-1.36499276406707,0.132262264419698,0.95,"mode","hdi","Lycaenidae.D","Andrenidae.A"
"99","Lycaenidae.E - Andrenidae.A",-0.668887301942752,-1.46541741593773,0.0805255399383582,0.95,"mode","hdi","Lycaenidae.E","Andrenidae.A"
"100","Megachilidae.A - Andrenidae.A",0.130456367573739,-0.267416404285588,0.552962288015637,0.95,"mode","hdi","Megachilidae.A","Andrenidae.A"
"101","Megachilidae.B - Andrenidae.A",0.2240625790227,-0.431191158450291,0.901690541222542,0.95,"mode","hdi","Megachilidae.B","Andrenidae.A"
"102","Megachilidae.C - Andrenidae.A",-0.232411436486395,-0.730302835820249,0.2564919250104,0.95,"mode","hdi","Megachilidae.C","Andrenidae.A"
"103","Megachilidae.D - Andrenidae.A",-0.238589205634761,-1.01395672870362,0.446909609054249,0.95,"mode","hdi","Megachilidae.D","Andrenidae.A"
"104","Megachilidae.E - Andrenidae.A",0.903845649969494,0.111824170034519,1.48298832956771,0.95,"mode","hdi","Megachilidae.E","Andrenidae.A"
"105","Melyridae.A - Andrenidae.A",-0.543260165834569,-1.16301627390509,0.0240041519002538,0.95,"mode","hdi","Melyridae.A","Andrenidae.A"
"106","Melyridae.B - Andrenidae.A",0.285030463566994,-0.383962057773378,0.857136400857833,0.95,"mode","hdi","Melyridae.B","Andrenidae.A"
"107","Melyridae.C - Andrenidae.A",-0.771059115297422,-1.34587289235872,-0.277514770747189,0.95,"mode","hdi","Melyridae.C","Andrenidae.A"
"108","Melyridae.D - Andrenidae.A",-1.0300769028027,-3.25745957710294,0.394081681843876,0.95,"mode","hdi","Melyridae.D","Andrenidae.A"
"109","Melyridae.E - Andrenidae.A",-0.240431178280067,-2.3804140682671,1.18804662423623,0.95,"mode","hdi","Melyridae.E","Andrenidae.A"
"110","Muscidae.A - Andrenidae.A",0.362173133948156,-0.063553509933695,0.723033103507617,0.95,"mode","hdi","Muscidae.A","Andrenidae.A"
"111","Muscidae.B - Andrenidae.A",-0.230545389914188,-0.929927583001327,0.372714920179213,0.95,"mode","hdi","Muscidae.B","Andrenidae.A"
"112","Muscidae.C - Andrenidae.A",-0.182355193960729,-0.656384010581236,0.331252450759487,0.95,"mode","hdi","Muscidae.C","Andrenidae.A"
"113","Muscidae.D - Andrenidae.A",0.141251451608691,-0.460347966818992,0.800897771643031,0.95,"mode","hdi","Muscidae.D","Andrenidae.A"
"114","Muscidae.E - Andrenidae.A",1.29213637231062,0.708667891106175,1.81629782036216,0.95,"mode","hdi","Muscidae.E","Andrenidae.A"
"115","Noctuidae.A - Andrenidae.A",-0.371459799520923,-1.11403097672072,0.426991887156149,0.95,"mode","hdi","Noctuidae.A","Andrenidae.A"
"116","Noctuidae.B - Andrenidae.A",-0.0409217471369772,-1.59540699847509,0.950174120212127,0.95,"mode","hdi","Noctuidae.B","Andrenidae.A"
"117","Noctuidae.C - Andrenidae.A",-0.809388272314189,-1.36408572440044,-0.226965534606948,0.95,"mode","hdi","Noctuidae.C","Andrenidae.A"
"118","Noctuidae.D - Andrenidae.A",-0.714706677019772,-1.67813770056206,0.0905987998026827,0.95,"mode","hdi","Noctuidae.D","Andrenidae.A"
"119","Noctuidae.E - Andrenidae.A",-0.00135820454069213,-0.786636582068881,0.612917697464789,0.95,"mode","hdi","Noctuidae.E","Andrenidae.A"
"120","Nymphalidae.A - Andrenidae.A",-0.207348644574683,-0.72007661762743,0.228519388236101,0.95,"mode","hdi","Nymphalidae.A","Andrenidae.A"
"121","Nymphalidae.B - Andrenidae.A",-0.145523336576157,-1.27237318095228,0.648303824786218,0.95,"mode","hdi","Nymphalidae.B","Andrenidae.A"
"122","Nymphalidae.C - Andrenidae.A",-0.555398189755274,-1.0078642891984,-0.0462700134724252,0.95,"mode","hdi","Nymphalidae.C","Andrenidae.A"
"123","Nymphalidae.D - Andrenidae.A",-0.155975237245617,-0.936445564415005,0.45313954170278,0.95,"mode","hdi","Nymphalidae.D","Andrenidae.A"
"124","Nymphalidae.E - Andrenidae.A",-0.103452130041431,-0.805736361253043,0.486843417152814,0.95,"mode","hdi","Nymphalidae.E","Andrenidae.A"
"125","Pieridae.A - Andrenidae.A",-0.169169156484192,-0.962048854730162,0.428844779126317,0.95,"mode","hdi","Pieridae.A","Andrenidae.A"
"126","Pieridae.B - Andrenidae.A",-0.288677938476282,-1.00944014640866,0.349008127811636,0.95,"mode","hdi","Pieridae.B","Andrenidae.A"
"127","Pieridae.C - Andrenidae.A",-0.695925072174126,-1.22819391620531,-0.205552003832352,0.95,"mode","hdi","Pieridae.C","Andrenidae.A"
"128","Pieridae.D - Andrenidae.A",-0.738993502995521,-1.48371741276102,0.0355878129532372,0.95,"mode","hdi","Pieridae.D","Andrenidae.A"
"129","Pieridae.E - Andrenidae.A",-0.483947317213485,-1.05553486877278,0.264559330588404,0.95,"mode","hdi","Pieridae.E","Andrenidae.A"
"130","Sarcophagidae.A - Andrenidae.A",-0.0512130060166529,-0.545905443043257,0.331873387555849,0.95,"mode","hdi","Sarcophagidae.A","Andrenidae.A"
"131","Sarcophagidae.B - Andrenidae.A",-0.00891349497729443,-0.567871060504463,0.649947390134852,0.95,"mode","hdi","Sarcophagidae.B","Andrenidae.A"
"132","Sarcophagidae.C - Andrenidae.A",-0.806661009463323,-1.35678565757946,-0.211365696167166,0.95,"mode","hdi","Sarcophagidae.C","Andrenidae.A"
"133","Sarcophagidae.D - Andrenidae.A",-0.708952831591287,-1.81279502365807,0.141599459693154,0.95,"mode","hdi","Sarcophagidae.D","Andrenidae.A"
"134","Sarcophagidae.E - Andrenidae.A",-0.0728375098852609,-2.27853303345435,1.17216609675417,0.95,"mode","hdi","Sarcophagidae.E","Andrenidae.A"
"135","Sphecidae.A - Andrenidae.A",-0.392339657930032,-1.16417243253122,0.335545131634343,0.95,"mode","hdi","Sphecidae.A","Andrenidae.A"
"136","Sphecidae.B - Andrenidae.A",-0.15518823560089,-1.19712992301466,0.55438595455588,0.95,"mode","hdi","Sphecidae.B","Andrenidae.A"
"137","Sphecidae.C - Andrenidae.A",-0.948361194233598,-1.55030038827487,-0.321747586171512,0.95,"mode","hdi","Sphecidae.C","Andrenidae.A"
"138","Sphecidae.D - Andrenidae.A",-0.992078294713068,-2.73659434079528,-0.010586757151533,0.95,"mode","hdi","Sphecidae.D","Andrenidae.A"
"139","Sphecidae.E - Andrenidae.A",0.460970591334204,-1.53822903563188,1.79675857618484,0.95,"mode","hdi","Sphecidae.E","Andrenidae.A"
"140","Syrphidae.A - Andrenidae.A",0.740127078904679,0.373529127809039,1.09879903115141,0.95,"mode","hdi","Syrphidae.A","Andrenidae.A"
"141","Syrphidae.B - Andrenidae.A",0.214736547246098,-0.340340869840697,0.815592945710441,0.95,"mode","hdi","Syrphidae.B","Andrenidae.A"
"142","Syrphidae.C - Andrenidae.A",1.05194626465066,0.648307394419561,1.49269680834037,0.95,"mode","hdi","Syrphidae.C","Andrenidae.A"
"143","Syrphidae.D - Andrenidae.A",1.91837624795031,1.44628043446913,2.4219666131007,0.95,"mode","hdi","Syrphidae.D","Andrenidae.A"
"144","Syrphidae.E - Andrenidae.A",0.772251305723778,0.136498356636386,1.28535018976671,0.95,"mode","hdi","Syrphidae.E","Andrenidae.A"
"145","Tachinidae.A - Andrenidae.A",-0.122457102188725,-0.584247908052737,0.352689129950317,0.95,"mode","hdi","Tachinidae.A","Andrenidae.A"
"146","Tachinidae.B - Andrenidae.A",0.030190249889366,-0.613440459823849,0.639434174887932,0.95,"mode","hdi","Tachinidae.B","Andrenidae.A"
"147","Tachinidae.C - Andrenidae.A",-0.130317129770386,-0.628855863418583,0.333266694016451,0.95,"mode","hdi","Tachinidae.C","Andrenidae.A"
"148","Tachinidae.D - Andrenidae.A",-0.488382813574375,-1.24739291818162,0.24723223391575,0.95,"mode","hdi","Tachinidae.D","Andrenidae.A"
"149","Tachinidae.E - Andrenidae.A",-0.316299666847476,-1.13233459528298,0.367771694792555,0.95,"mode","hdi","Tachinidae.E","Andrenidae.A"
"150","Vespidae.A - Andrenidae.A",0.0910379972670168,-0.274862964996042,0.488591502132925,0.95,"mode","hdi","Vespidae.A","Andrenidae.A"
"151","Vespidae.B - Andrenidae.A",-0.129240134556585,-0.91825753946941,0.56532404826332,0.95,"mode","hdi","Vespidae.B","Andrenidae.A"
"152","Vespidae.C - Andrenidae.A",-0.550145893304556,-0.988959914001849,0.0212768718701675,0.95,"mode","hdi","Vespidae.C","Andrenidae.A"
"153","Vespidae.D - Andrenidae.A",-0.231753445494579,-1.46237691982059,0.659774018857867,0.95,"mode","hdi","Vespidae.D","Andrenidae.A"
"154","Vespidae.E - Andrenidae.A",-0.188172064315187,-1.20970398539255,0.610830964304781,0.95,"mode","hdi","Vespidae.E","Andrenidae.A"
"155","Andrenidae.C - Andrenidae.B",-0.108218042054003,-0.706230113386374,0.550807445864515,0.95,"mode","hdi","Andrenidae.C","Andrenidae.B"
"156","Andrenidae.D - Andrenidae.B",0.0251866585077392,-0.784146485775098,0.667128671868322,0.95,"mode","hdi","Andrenidae.D","Andrenidae.B"
"157","Andrenidae.E - Andrenidae.B",-0.0607632366974342,-0.873903872051328,0.749034044149469,0.95,"mode","hdi","Andrenidae.E","Andrenidae.B"
"158","Anthomyiidae.A - Andrenidae.B",-0.209041575648532,-1.64381643066814,1.12533943022707,0.95,"mode","hdi","Anthomyiidae.A","Andrenidae.B"
"159","Anthomyiidae.B - Andrenidae.B",-0.636579281271703,-2.20931943809992,0.47290893848027,0.95,"mode","hdi","Anthomyiidae.B","Andrenidae.B"
"160","Anthomyiidae.C - Andrenidae.B",-0.274673328713885,-0.997446346683309,0.417368144702359,0.95,"mode","hdi","Anthomyiidae.C","Andrenidae.B"
"161","Anthomyiidae.D - Andrenidae.B",-0.366814362706303,-1.32665876679688,0.568831214447139,0.95,"mode","hdi","Anthomyiidae.D","Andrenidae.B"
"162","Anthomyiidae.E - Andrenidae.B",0.108906486792639,-0.85725107859222,0.876026411477873,0.95,"mode","hdi","Anthomyiidae.E","Andrenidae.B"
"163","Apidae.A - Andrenidae.B",1.31382407370142,0.767322315951967,2.02856707094487,0.95,"mode","hdi","Apidae.A","Andrenidae.B"
"164","Apidae.B - Andrenidae.B",0.850577353908608,0.27803281109533,1.45544680886395,0.95,"mode","hdi","Apidae.B","Andrenidae.B"
"165","Apidae.C - Andrenidae.B",1.03548508113392,0.469588928778937,1.68291045484068,0.95,"mode","hdi","Apidae.C","Andrenidae.B"
"166","Apidae.D - Andrenidae.B",1.12730462580942,0.476357465430266,1.83742389305585,0.95,"mode","hdi","Apidae.D","Andrenidae.B"
"167","Apidae.E - Andrenidae.B",0.11828186432438,-0.550488959211846,0.930789465467234,0.95,"mode","hdi","Apidae.E","Andrenidae.B"
"168","Bombyliidae.A - Andrenidae.B",0.346347233789093,-0.336657678779007,1.05467922024303,0.95,"mode","hdi","Bombyliidae.A","Andrenidae.B"
"169","Bombyliidae.B - Andrenidae.B",0.059959329935988,-0.546293366427924,0.738996456245028,0.95,"mode","hdi","Bombyliidae.B","Andrenidae.B"
"170","Bombyliidae.C - Andrenidae.B",-0.392578302277828,-0.988929844920657,0.355372836656254,0.95,"mode","hdi","Bombyliidae.C","Andrenidae.B"
"171","Bombyliidae.D - Andrenidae.B",-0.291055660870664,-1.38129579542196,0.537160906881255,0.95,"mode","hdi","Bombyliidae.D","Andrenidae.B"
"172","Bombyliidae.E - Andrenidae.B",0.550483622610851,-0.270507348224799,1.38850447782436,0.95,"mode","hdi","Bombyliidae.E","Andrenidae.B"
"173","Braconidae.A - Andrenidae.B",-0.323567824840133,-1.32672774712009,0.458274959982501,0.95,"mode","hdi","Braconidae.A","Andrenidae.B"
"174","Braconidae.B - Andrenidae.B",-0.719367758756262,-1.81839680111591,0.261555415410788,0.95,"mode","hdi","Braconidae.B","Andrenidae.B"
"175","Braconidae.C - Andrenidae.B",-0.629084886945119,-1.61154492053524,0.132649684548843,0.95,"mode","hdi","Braconidae.C","Andrenidae.B"
"176","Braconidae.D - Andrenidae.B",-0.838629019924591,-3.10052197880901,0.563113980368043,0.95,"mode","hdi","Braconidae.D","Andrenidae.B"
"177","Braconidae.E - Andrenidae.B",-0.94565100959797,-2.31007706920647,0.207390081194317,0.95,"mode","hdi","Braconidae.E","Andrenidae.B"
"178","Calliphoridae.A - Andrenidae.B",0.375260336699999,-0.271711655930616,1.00645935285683,0.95,"mode","hdi","Calliphoridae.A","Andrenidae.B"
