"","Network","PolOrder","int_tot","Reference","Latitude","Longitude","clim","Estimate","Est.Error","Q2.5","Q97.5"
"883","Troj_TeneT2","Diptera",93,"Trojelsgaard_2015",28.3531,16.9123,"B",0.672,1.24410729068585,0,4
"884","Troj_TeneT2","Hymenoptera",93,"Trojelsgaard_2015",28.3531,16.9123,"B",1.44025,2.40850164158951,0,8
"885","Troj_TeneT2","Syrphidae",93,"Trojelsgaard_2015",28.3531,16.9123,"B",1.33975,2.26806216052184,0,8
"886","Troj_WestS1","Bee",52,"Trojelsgaard_2015",26.161,14.4222,"B",0.7825,1.46295208643407,0,5
"887","Troj_WestS1","Coleoptera",52,"Trojelsgaard_2015",26.161,14.4222,"B",0.29825,0.705281002738062,0,2
"888","Troj_WestS1","Diptera",52,"Trojelsgaard_2015",26.161,14.4222,"B",0.3355,0.752716012416926,0,2
"889","Troj_WestS1","Hymenoptera",52,"Trojelsgaard_2015",26.161,14.4222,"B",0.69575,1.27948865188503,0,4
"890","Troj_WestS1","Lepidoptera",52,"Trojelsgaard_2015",26.161,14.4222,"B",0.612,1.16545938320195,0,4
"891","Troj_WestS2","Bee",65,"Trojelsgaard_2015",26.161,14.4222,"B",1.002,1.82094067894565,0,6
"892","Troj_WestS2","Coleoptera",65,"Trojelsgaard_2015",26.161,14.4222,"B",0.36775,0.800731059755717,0,3
"893","Troj_WestS2","Diptera",65,"Trojelsgaard_2015",26.161,14.4222,"B",0.423,0.894019472776978,0,3
"894","Troj_WestS2","Hymenoptera",65,"Trojelsgaard_2015",26.161,14.4222,"B",0.8765,1.53942853359697,0,6
"895","Troj_WestS2","Syrphidae",65,"Trojelsgaard_2015",26.161,14.4222,"B",0.8425,1.52701561687284,0,5
"896","vannoort_Ai","Bee",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",8.818,14.0072276559872,0,48
"897","vannoort_Ai","Coleoptera",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",4.87225,7.55964397255241,0,26
"898","vannoort_Ai","Diptera",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",4.28575,6.93326145952369,0,23
"899","vannoort_Ai","Hymenoptera",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",4.06725,6.5970908618466,0,22
"900","vannoort_Ai","Lepidoptera",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",3.6865,5.66694329524991,0,20
"901","vannoort_Ai","Syrphidae",80,"TheovanNoort_MSc",-36.886333,174.51861,"C",7.75525,11.7483127788967,0,42
"902","vannoort_ma","Bee",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",11.14875,17.2870279044995,0,61
"903","vannoort_ma","Coleoptera",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",6.21925,9.6982830238606,0,33
"904","vannoort_ma","Diptera",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",5.7185,9.1032398075492,0,31
"905","vannoort_ma","Hymenoptera",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",5.1735,8.11118644751781,0,28
"906","vannoort_ma","Lepidoptera",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",4.651,7.60941356437527,0,27
"907","vannoort_ma","Syrphidae",102,"TheovanNoort_MSc",-36.858694,174.47333,"C",10.294,15.7390753738397,0,51
"908","VS llao lla","Bee",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.624,1.20581403909318,0,4
"909","VS llao lla","Coleoptera",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.3485,0.766938588610376,0,2
"910","VS llao lla","Diptera",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.31175,0.732254045053098,0,2
"911","VS llao lla","Hymenoptera",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.28925,0.691161242739975,0,2
"912","VS llao lla","Lepidoptera",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.275,0.65991201759609,0,2
"913","VS llao lla","Syrphidae",42,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.5655,1.12872860204048,0,4
"914","VS Mascardi","Bee",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.702,1.33290665841236,0,5
"915","VS Mascardi","Coleoptera",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.42225,0.897862170168203,0,3
"916","VS Mascardi","Diptera",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.3595,0.807726968544401,0,3
"917","VS Mascardi","Hymenoptera",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.33525,0.750998293679338,0,3
"918","VS Mascardi","Lepidoptera",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.30275,0.729195014274104,0,2
"919","VS Mascardi","Syrphidae",51,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.68675,1.27024714896545,0,4
"920","VS Quetrihu","Bee",31,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.40575,0.894883870558324,0,3
"921","VS Quetrihu","Coleoptera",31,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.23725,0.580987800393478,0,2
"922","VS Quetrihu","Diptera",31,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.23875,0.590623100133751,0,2
"923","VS Quetrihu","Hymenoptera",31,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.2005,0.527607185636799,0,2
"924","VS Quetrihu","Syrphidae",31,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.407,0.87180330938381,0,3
"925","VS Safarila","Bee",39,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.54225,1.07587374425552,0,4
"926","VS Safarila","Coleoptera",39,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.33225,0.745988647544697,0,3
"927","VS Safarila","Diptera",39,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.27425,0.684217784038093,0,2
"928","VS Safarila","Hymenoptera",39,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.257,0.638398690648763,0,2
"929","VS Safarila","Syrphidae",39,"Vazquez_Simberloff_2003",-41.011859,-71.498965,"C",0.541,1.10209920409368,0,4
