,comparison,difference,.lower,.upper,.width,.point,.interval,group1,group2,id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Syrphidae.D - Hymenoptera.C,0.002164593,-0.00925999,0.016339757,0.95,mode,hdi,Syrphidae.D,Hymenoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Syrphidae.E - Hymenoptera.C,0.029658853,0.01053765,0.047280362,0.95,mode,hdi,Syrphidae.E,Hymenoptera.C,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Hymenoptera.E - Hymenoptera.D,-0.001985502,-0.023867284,0.020413735,0.95,mode,hdi,Hymenoptera.E,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Lepidoptera.A - Hymenoptera.D,-0.006073467,-0.026881082,0.013595241,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Lepidoptera.B - Hymenoptera.D,0.009785071,-0.012901414,0.033173234,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Lepidoptera.C - Hymenoptera.D,-0.000468051,-0.015224487,0.017251408,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Lepidoptera.D - Hymenoptera.D,0.001112499,-0.01096587,0.012829523,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Lepidoptera.E - Hymenoptera.D,0.001416398,-0.018748975,0.023359195,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Syrphidae.A - Hymenoptera.D,-0.00967099,-0.02998788,0.011020941,0.95,mode,hdi,Syrphidae.A,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Syrphidae.B - Hymenoptera.D,0.011987701,-0.010548975,0.037743724,0.95,mode,hdi,Syrphidae.B,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Syrphidae.C - Hymenoptera.D,0.00625658,-0.009941243,0.021905149,0.95,mode,hdi,Syrphidae.C,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Syrphidae.D - Hymenoptera.D,0.004266937,-0.00604278,0.015943482,0.95,mode,hdi,Syrphidae.D,Hymenoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Syrphidae.E - Hymenoptera.D,0.032929946,0.009597671,0.056366976,0.95,mode,hdi,Syrphidae.E,Hymenoptera.D,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Lepidoptera.A - Hymenoptera.E,-0.003181325,-0.026405283,0.014339741,0.95,mode,hdi,Lepidoptera.A,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Lepidoptera.B - Hymenoptera.E,0.00875086,-0.012227024,0.033296691,0.95,mode,hdi,Lepidoptera.B,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Lepidoptera.C - Hymenoptera.E,0.00013586,-0.015879202,0.018670987,0.95,mode,hdi,Lepidoptera.C,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Lepidoptera.D - Hymenoptera.E,0.002391816,-0.019927573,0.020218267,0.95,mode,hdi,Lepidoptera.D,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Lepidoptera.E - Hymenoptera.E,0.002484723,-0.010774615,0.014683185,0.95,mode,hdi,Lepidoptera.E,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Syrphidae.A - Hymenoptera.E,-0.005635161,-0.028747474,0.011690017,0.95,mode,hdi,Syrphidae.A,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Syrphidae.B - Hymenoptera.E,0.014532447,-0.009638232,0.037351461,0.95,mode,hdi,Syrphidae.B,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Syrphidae.C - Hymenoptera.E,0.006562281,-0.010334125,0.02361146,0.95,mode,hdi,Syrphidae.C,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Syrphidae.D - Hymenoptera.E,0.007350234,-0.01357183,0.024950025,0.95,mode,hdi,Syrphidae.D,Hymenoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Lepidoptera.B - Lepidoptera.A,0.018177458,-0.00455967,0.038135046,0.95,mode,hdi,Lepidoptera.B,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Lepidoptera.C - Lepidoptera.A,0.005230713,-0.008530366,0.020461632,0.95,mode,hdi,Lepidoptera.C,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Lepidoptera.D - Lepidoptera.A,0.005127742,-0.011449037,0.025601922,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Lepidoptera.E - Lepidoptera.A,0.006908186,-0.011193846,0.027888632,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Syrphidae.A - Lepidoptera.A,-0.003200075,-0.010286655,0.003739742,0.95,mode,hdi,Syrphidae.A,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Syrphidae.B - Lepidoptera.A,0.016395683,-0.002456961,0.042278878,0.95,mode,hdi,Syrphidae.B,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Syrphidae.C - Lepidoptera.A,0.011492275,-0.002144373,0.026244951,0.95,mode,hdi,Syrphidae.C,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Syrphidae.D - Lepidoptera.A,0.011931552,-0.006714837,0.029502879,0.95,mode,hdi,Syrphidae.D,Lepidoptera.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Syrphidae.E - Lepidoptera.A,0.037914939,0.016719616,0.059900578,0.95,mode,hdi,Syrphidae.E,Lepidoptera.A,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Lepidoptera.C - Lepidoptera.B,-0.010980267,-0.029674001,0.007675603,0.95,mode,hdi,Lepidoptera.C,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Lepidoptera.D - Lepidoptera.B,-0.009989242,-0.03056274,0.012280331,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Lepidoptera.E - Lepidoptera.B,-0.007611486,-0.030733778,0.012359221,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Syrphidae.A - Lepidoptera.B,-0.020628012,-0.042760049,0.000673696,0.95,mode,hdi,Syrphidae.A,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Syrphidae.B - Lepidoptera.B,0.002973481,-0.010297419,0.01613505,0.95,mode,hdi,Syrphidae.B,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Syrphidae.C - Lepidoptera.B,-0.004808479,-0.022642785,0.014748187,0.95,mode,hdi,Syrphidae.C,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Syrphidae.D - Lepidoptera.B,-0.004504827,-0.027349633,0.014929666,0.95,mode,hdi,Syrphidae.D,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Syrphidae.E - Lepidoptera.B,0.021023233,-0.003239013,0.043456497,0.95,mode,hdi,Syrphidae.E,Lepidoptera.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Lepidoptera.D - Lepidoptera.C,-0.000919774,-0.014151548,0.013425593,0.95,mode,hdi,Lepidoptera.D,Lepidoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Lepidoptera.E - Lepidoptera.C,0.00181112,-0.015583351,0.016287402,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Syrphidae.A - Lepidoptera.C,-0.009292165,-0.02477811,0.00434911,0.95,mode,hdi,Syrphidae.A,Lepidoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Syrphidae.B - Lepidoptera.C,0.011388745,-0.006623293,0.031689989,0.95,mode,hdi,Syrphidae.B,Lepidoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Syrphidae.D - Lepidoptera.C,0.00381069,-0.008306582,0.017742376,0.95,mode,hdi,Syrphidae.D,Lepidoptera.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Syrphidae.E - Lepidoptera.C,0.031761599,0.01336925,0.050163163,0.95,mode,hdi,Syrphidae.E,Lepidoptera.C,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Lepidoptera.E - Lepidoptera.D,0.000314876,-0.017445676,0.020783279,0.95,mode,hdi,Lepidoptera.E,Lepidoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Syrphidae.A - Lepidoptera.D,-0.010163963,-0.028160623,0.009526393,0.95,mode,hdi,Syrphidae.A,Lepidoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Syrphidae.B - Lepidoptera.D,0.011272602,-0.009187284,0.034798989,0.95,mode,hdi,Syrphidae.B,Lepidoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Syrphidae.C - Lepidoptera.D,0.006473194,-0.007523706,0.019691058,0.95,mode,hdi,Syrphidae.C,Lepidoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Syrphidae.D - Lepidoptera.D,0.004205261,-0.002794835,0.011765964,0.95,mode,hdi,Syrphidae.D,Lepidoptera.D,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Syrphidae.E - Lepidoptera.D,0.03221954,0.010693571,0.053916833,0.95,mode,hdi,Syrphidae.E,Lepidoptera.D,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Syrphidae.A - Lepidoptera.E,-0.010360651,-0.030554201,0.008394309,0.95,mode,hdi,Syrphidae.A,Lepidoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Syrphidae.B - Lepidoptera.E,0.012124783,-0.010464672,0.033734568,0.95,mode,hdi,Syrphidae.B,Lepidoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Syrphidae.C - Lepidoptera.E,0.003968436,-0.011241289,0.020522773,0.95,mode,hdi,Syrphidae.C,Lepidoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Syrphidae.D - Lepidoptera.E,0.002467416,-0.016066948,0.021501732,0.95,mode,hdi,Syrphidae.D,Lepidoptera.E,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Syrphidae.B - Syrphidae.A,0.019366813,0.00050257,0.045245554,0.95,mode,hdi,Syrphidae.B,Syrphidae.A,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Syrphidae.C - Syrphidae.A,0.015743242,0.00112789,0.029813197,0.95,mode,hdi,Syrphidae.C,Syrphidae.A,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Syrphidae.D - Syrphidae.A,0.012004108,-0.003022728,0.033357895,0.95,mode,hdi,Syrphidae.D,Syrphidae.A,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Syrphidae.E - Syrphidae.A,0.037166648,0.019741134,0.063115139,0.95,mode,hdi,Syrphidae.E,Syrphidae.A,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Syrphidae.C - Syrphidae.B,-0.005924884,-0.026412641,0.01245941,0.95,mode,hdi,Syrphidae.C,Syrphidae.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Syrphidae.D - Syrphidae.B,-0.00827853,-0.030367461,0.012905789,0.95,mode,hdi,Syrphidae.D,Syrphidae.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Syrphidae.E - Syrphidae.B,0.019181515,-0.006624393,0.041703529,0.95,mode,hdi,Syrphidae.E,Syrphidae.B,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Syrphidae.D - Syrphidae.C,-0.002942084,-0.014404723,0.011453323,0.95,mode,hdi,Syrphidae.D,Syrphidae.C,n.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Syrphidae.E - Syrphidae.C,0.024050991,0.007242303,0.04333392,0.95,mode,hdi,Syrphidae.E,Syrphidae.C,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Syrphidae.E - Syrphidae.D,0.026676581,0.00452548,0.04675392,0.95,mode,hdi,Syrphidae.E,Syrphidae.D,sig***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
